diagnostic_name_zh,variant,record_scope,offset,reference_subset,final_verdict,generation_stage,cases,fresh_available_count,fresh_global_rank_ci95_high,fresh_global_rank_ci95_low,fresh_global_rank_metric_task_group_count,fresh_global_rank_metric_transition_count,fresh_global_rank_task_group_macro,fresh_global_rank_transition_micro,fresh_in_top2_ci95_high,fresh_in_top2_ci95_low,fresh_in_top2_metric_task_group_count,fresh_in_top2_metric_transition_count,fresh_in_top2_task_group_macro,fresh_in_top2_transition_micro,fresh_in_top4_ci95_high,fresh_in_top4_ci95_low,fresh_in_top4_metric_task_group_count,fresh_in_top4_metric_transition_count,fresh_in_top4_task_group_macro,fresh_in_top4_transition_micro,global_rank_improvement_ci95_high,global_rank_improvement_ci95_low,global_rank_improvement_metric_task_group_count,global_rank_improvement_metric_transition_count,global_rank_improvement_task_group_macro,global_rank_improvement_transition_micro,normal_steps,outside_to_top2_ci95_high,outside_to_top2_ci95_low,outside_to_top2_metric_task_group_count,outside_to_top2_metric_transition_count,outside_to_top2_task_group_macro,outside_to_top2_transition_micro,outside_to_top4_ci95_high,outside_to_top4_ci95_low,outside_to_top4_metric_task_group_count,outside_to_top4_metric_transition_count,outside_to_top4_task_group_macro,outside_to_top4_transition_micro,right_neighbor_count,right_neighbor_still_mask_ci95_high,right_neighbor_still_mask_ci95_low,right_neighbor_still_mask_metric_task_group_count,right_neighbor_still_mask_metric_transition_count,right_neighbor_still_mask_task_group_macro,right_neighbor_still_mask_transition_micro,source_right_neighbor_in_top2_ci95_high,source_right_neighbor_in_top2_ci95_low,source_right_neighbor_in_top2_metric_task_group_count,source_right_neighbor_in_top2_metric_transition_count,source_right_neighbor_in_top2_task_group_macro,source_right_neighbor_in_top2_transition_micro,source_right_neighbor_in_top4_ci95_high,source_right_neighbor_in_top4_ci95_low,source_right_neighbor_in_top4_metric_task_group_count,source_right_neighbor_in_top4_metric_transition_count,source_right_neighbor_in_top4_task_group_macro,source_right_neighbor_in_top4_transition_micro,source_top2_with_fresh_count,source_top4_with_fresh_count,stale_global_rank_ci95_high,stale_global_rank_ci95_low,stale_global_rank_metric_task_group_count,stale_global_rank_metric_transition_count,stale_global_rank_task_group_macro,stale_global_rank_transition_micro,stale_in_top2_ci95_high,stale_in_top2_ci95_low,stale_in_top2_metric_task_group_count,stale_in_top2_metric_transition_count,stale_in_top2_task_group_macro,stale_in_top2_transition_micro,stale_in_top4_ci95_high,stale_in_top4_ci95_low,stale_in_top4_metric_task_group_count,stale_in_top4_metric_transition_count,stale_in_top4_task_group_macro,stale_in_top4_transition_micro,task_groups,top2_retained_ci95_high,top2_retained_ci95_low,top2_retained_metric_task_group_count,top2_retained_metric_transition_count,top2_retained_task_group_macro,top2_retained_transition_micro,top4_retained_ci95_high,top4_retained_ci95_low,top4_retained_metric_task_group_count,top4_retained_metric_transition_count,top4_retained_task_group_macro,top4_retained_transition_micro,transitions
全局置信度逐词刷新诊断,C1,stable_target_global_rank,1,predecessor_correct,all,all,1017,,4.673812553918737,3.1456814952151446,164,5718,3.8799608430041443,2.6010842952081146,0.9559592189647237,0.9167936712010618,164,5718,0.9379502181968147,0.9693948933193425,0.9572771392614796,0.917777889177988,164,5718,0.9393526675574629,0.9709688702343476,2.169292801135829,0.8587007850038592,164,5718,1.4892961593056107,1.2796432318992654,,0.040457387638525084,0.017756175241592616,164,5718,0.028058474266008913,0.016614200769499824,0.04115614375223734,0.01818785484674434,164,5718,0.028416276096306845,0.01713885974116824,,,,,,,,,,,,,,,,,,,,,,6.269297823390615,4.559283897861986,164,5718,5.369257002309754,3.8807275271073802,0.9490545556173486,0.9093438550630353,164,5718,0.9303288158283035,0.9648478488982162,0.9488818273633157,0.9090264347414914,164,5718,0.9303288158283035,0.9648478488982162,164,0.9316764749111767,0.8846585561304658,164,5718,0.9098917439308059,0.9527806925498427,0.9327563068730511,0.8848796558479889,164,5718,0.9109363914611561,0.9538300104931794,5718
全局置信度逐词刷新诊断,C1,stable_target_global_rank,1,predecessor_correct,all,early,1017,,4.669470156363778,3.1415042239417246,164,5650,3.87591016162659,2.6143362831858408,0.9562247298612009,0.9172474443013953,164,5650,0.938242743141269,0.9693805309734513,0.9574714134766001,0.9179639613439013,164,5650,0.9395019344837242,0.9707964601769912,2.171313040644891,0.8600325962951422,164,5650,1.4904704255098735,1.283008849557522,,0.04053582622145016,0.017816101616493527,164,5650,0.028120905163584693,0.016814159292035398,0.0410308303427005,0.018149254593360205,164,5650,0.028335448975689476,0.017168141592920353,,,,,,,,,,,,,,,,,,,,,,6.268714843359973,4.55599834648867,164,5650,5.3663805871364625,3.897345132743363,0.9493307770803602,0.9095479776504185,164,5650,0.9305982697243731,0.9647787610619469,0.9491513039754724,0.9092848640614567,164,5650,0.9305982697243731,0.9647787610619469,164,0.9319148510141609,0.8848370114786396,164,5650,0.9101218379776842,0.9525663716814159,0.9330733437826204,0.8851423495868876,164,5650,0.9111664855080345,0.9536283185840708,5650
全局置信度逐词刷新诊断,C1,stable_target_global_rank,1,predecessor_correct,all,middle,9,,2.3285714285714283,1.0,7,63,1.4428571428571428,1.492063492063492,1.0,0.9571428571428572,7,63,0.9857142857142858,0.9841269841269841,1.0,0.9571428571428572,7,63,0.9857142857142858,0.9841269841269841,1.0,1.0,7,63,1.0,1.0,,0.0,0.0,7,63,0.0,0.0,0.0,0.0,7,63,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,3.3285714285714283,2.0,7,63,2.442857142857143,2.492063492063492,1.0,0.9571428571428572,7,63,0.9857142857142858,0.9841269841269841,1.0,0.9571428571428572,7,63,0.9857142857142858,0.9841269841269841,7,1.0,0.9571428571428572,7,63,0.9857142857142858,0.9841269841269841,1.0,0.9571428571428572,7,63,0.9857142857142858,0.9841269841269841,63
全局置信度逐词刷新诊断,C1,stable_target_global_rank,1,predecessor_correct,all,late,2,,2.5,1.0,2,5,1.75,1.6,1.0,0.5,2,5,0.75,0.8,1.0,1.0,2,5,1.0,1.0,1.0,1.0,2,5,1.0,1.0,,0.0,0.0,2,5,0.0,0.0,0.5,0.0,2,5,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,3.5,2.0,2,5,2.75,2.6,1.0,0.5,2,5,0.75,0.8,1.0,0.5,2,5,0.75,0.8,2,1.0,0.5,2,5,0.75,0.8,1.0,0.5,2,5,0.75,0.8,5
全局置信度逐词刷新诊断,C1,stable_target_global_rank,1,predecessor_correct,pass,all,937,,4.103258307270124,2.71141332593198,151,5369,3.3782547027358696,2.371391320543863,0.9675709447145194,0.9411387122716943,151,5369,0.9547916867147118,0.9741106351275843,0.9688664176645384,0.9426469271188522,151,5369,0.9563285119055471,0.9757869249394673,1.7991778813527495,0.6243067105204144,151,5369,1.1864558791189161,1.1847643881542187,,0.02909190103867006,0.011549017101736916,151,5369,0.019079062324929327,0.013410318495064258,0.029902929474284003,0.011946936526363403,151,5369,0.019475552234593817,0.013969081765691935,,,,,,,,,,,,,,,,,,,,,,5.374136582242428,3.860579723180736,151,5369,4.564710581854785,3.5561557086980815,0.9655417053317243,0.9364599187493703,151,5369,0.9521323956116119,0.9715030731979885,0.965550628396597,0.936751995936389,151,5369,0.9521323956116119,0.9715030731979885,151,0.9510939768585022,0.9183259735583051,151,5369,0.9357126243897824,0.96070031663252,0.9522260925434098,0.9194420084167338,151,5369,0.9368529596709534,0.9618178431737754,5369
全局置信度逐词刷新诊断,C1,stable_target_global_rank,1,predecessor_correct,pass,early,937,,4.099681388633231,2.7066940924971443,151,5301,3.3739776958706655,2.382569326542162,0.9678393694018553,0.9414501204805675,151,5301,0.9551147902063103,0.9741558196566685,0.9691214702639769,0.9427844089431104,151,5301,0.9564881399589061,0.9756649688737974,1.8012694813812882,0.6267709586782676,151,5301,1.1875014694325945,1.1871345029239766,,0.029167294898340697,0.011605160444141756,151,5301,0.01914480029364429,0.013582342954159592,0.029800180462288235,0.011872439733560275,151,5301,0.019377814765069355,0.013959630258441803,,,,,,,,,,,,,,,,,,,,,,5.370792350740098,3.855881968315374,151,5301,4.5614791653032585,3.5697038294661385,0.9658601445058915,0.9367498898723479,151,5301,0.9524349992478527,0.971514808526693,0.9658540071500248,0.9371249778605448,151,5301,0.9524349992478527,0.971514808526693,151,0.9512670168766517,0.9186543649993429,151,5301,0.9359699899126659,0.9605734767025089,0.9524388341596737,0.9196189569651928,151,5301,0.9371103251938366,0.9617053386153556,5301
全局置信度逐词刷新诊断,C1,stable_target_global_rank,1,predecessor_correct,pass,middle,9,,2.3285714285714283,1.0,7,63,1.4428571428571428,1.492063492063492,1.0,0.9571428571428572,7,63,0.9857142857142858,0.9841269841269841,1.0,0.9571428571428572,7,63,0.9857142857142858,0.9841269841269841,1.0,1.0,7,63,1.0,1.0,,0.0,0.0,7,63,0.0,0.0,0.0,0.0,7,63,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,3.3285714285714283,2.0,7,63,2.442857142857143,2.492063492063492,1.0,0.9571428571428572,7,63,0.9857142857142858,0.9841269841269841,1.0,0.9571428571428572,7,63,0.9857142857142858,0.9841269841269841,7,1.0,0.9571428571428572,7,63,0.9857142857142858,0.9841269841269841,1.0,0.9571428571428572,7,63,0.9857142857142858,0.9841269841269841,63
全局置信度逐词刷新诊断,C1,stable_target_global_rank,1,predecessor_correct,pass,late,2,,2.5,1.0,2,5,1.75,1.6,1.0,0.5,2,5,0.75,0.8,1.0,1.0,2,5,1.0,1.0,1.0,1.0,2,5,1.0,1.0,,0.0,0.0,2,5,0.0,0.0,0.5,0.0,2,5,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,3.5,2.0,2,5,2.75,2.6,1.0,0.5,2,5,0.75,0.8,1.0,0.5,2,5,0.75,0.8,2,1.0,0.5,2,5,0.75,0.8,1.0,0.5,2,5,0.75,0.8,5
全局置信度逐词刷新诊断,C1,stable_target_global_rank,1,predecessor_correct,fail,all,80,,10.060782319952773,5.5984172241899515,55,349,7.768348419257509,6.134670487106018,0.8983613533374298,0.7798744769982807,55,349,0.8443288547355532,0.8968481375358166,0.9001487928383858,0.7800934432615053,55,349,0.8443288547355532,0.8968481375358166,4.157486676977107,-0.27985147182695014,55,349,1.996180315342995,2.7392550143266474,,0.0936564241181466,0.03578459406090985,55,349,0.06299412442953115,0.0659025787965616,0.09313298570116751,0.03602912584491532,55,349,0.06299412442953115,0.0659025787965616,,,,,,,,,,,,,,,,,,,,,,12.1484932881446,7.570463452593835,55,349,9.764528734600505,8.873925501432664,0.8837514079045178,0.7665822804255819,55,349,0.8285071033874861,0.8624641833810889,0.8815917508417507,0.767428775681168,55,349,0.8285071033874861,0.8624641833810889,55,0.8423463191956013,0.715660657325131,55,349,0.7813347303060221,0.830945558739255,0.8404220560584198,0.7133890353178631,55,349,0.7813347303060221,0.830945558739255,349
全局置信度逐词刷新诊断,C1,stable_target_global_rank,1,predecessor_correct,fail,early,80,,10.060782319952773,5.5984172241899515,55,349,7.768348419257509,6.134670487106018,0.8983613533374298,0.7798744769982807,55,349,0.8443288547355532,0.8968481375358166,0.9001487928383858,0.7800934432615053,55,349,0.8443288547355532,0.8968481375358166,4.157486676977107,-0.27985147182695014,55,349,1.996180315342995,2.7392550143266474,,0.0936564241181466,0.03578459406090985,55,349,0.06299412442953115,0.0659025787965616,0.09313298570116751,0.03602912584491532,55,349,0.06299412442953115,0.0659025787965616,,,,,,,,,,,,,,,,,,,,,,12.1484932881446,7.570463452593835,55,349,9.764528734600505,8.873925501432664,0.8837514079045178,0.7665822804255819,55,349,0.8285071033874861,0.8624641833810889,0.8815917508417507,0.767428775681168,55,349,0.8285071033874861,0.8624641833810889,55,0.8423463191956013,0.715660657325131,55,349,0.7813347303060221,0.830945558739255,0.8404220560584198,0.7133890353178631,55,349,0.7813347303060221,0.830945558739255,349
全局置信度逐词刷新诊断,C1,stable_target_global_rank,1,overall,all,all,1027,,4.100101571459008,3.159981947473076,164,8806,3.616069233810749,2.9799000681353625,0.9547592868097519,0.9338836993714945,164,8806,0.9448627629129194,0.9580967522143993,0.9587802749499434,0.9410047460337108,164,8806,0.9502824848309879,0.9624119918237565,2.2175300193319427,1.4387689222990756,164,8806,1.8295763263157776,1.790370202134908,,0.04420396921255089,0.031476373264180485,164,8806,0.03759560738637681,0.03372700431523961,0.04518839364529238,0.03210154709398032,164,8806,0.03832021953887463,0.03429479900068135,,,,,,,,,,,,,,,,,,,,,,5.959139362348705,4.96373965835274,164,8806,5.445645560126527,4.77027027027027,0.9420501354269316,0.922280232152472,164,8806,0.9324364324237276,0.9458323870088576,0.9422340294259596,0.9225509625701228,164,8806,0.9326340385664557,0.9461730638201227,164,0.9200717990202907,0.893194446196884,164,8806,0.9072671555265426,0.9243697478991597,0.923638139882199,0.8994293398920189,164,8806,0.9119622652921131,0.9281171928230751,8806
全局置信度逐词刷新诊断,C1,stable_target_global_rank,1,overall,all,early,1027,,4.167404572751968,3.2001252812773227,164,8484,3.6682957177761195,3.0084865629420086,0.9547100284631985,0.9331589343364141,164,8484,0.9444944945993772,0.9588637435172088,0.9584191544812086,0.940161569214557,164,8484,0.9496642126232712,0.9627534181989628,2.251487550127697,1.442904457634716,164,8484,1.848144898067175,1.8131777463460632,,0.04472115568043762,0.03178501166576248,164,8484,0.03807679879686503,0.03335690711928336,0.04586549733159979,0.032582161234257334,164,8484,0.03892831221404363,0.03418198962753418,,,,,,,,,,,,,,,,,,,,,,6.036345311082369,5.02480881471593,164,8484,5.516440615843296,4.821664309288072,0.9415141349682938,0.921632200033492,164,8484,0.9319045741306319,0.9464875058934464,0.9416790505435856,0.9218834639404654,164,8484,0.9319045741306319,0.9464875058934464,164,0.9195227235427376,0.8919295574376875,164,8484,0.9064176958025123,0.9255068363979255,0.922604892036884,0.8979041344290096,164,8484,0.9107359004092276,0.9285714285714286,8484
全局置信度逐词刷新诊断,C1,stable_target_global_rank,1,overall,all,middle,37,,2.7248064246359696,1.3482106782106782,33,291,1.94979994752722,2.223367697594502,0.987987012987013,0.943313492063492,33,291,0.9676625562989201,0.9553264604810997,0.9895021645021644,0.9466428079496261,33,291,0.9704173772355592,0.9587628865979382,1.4882711038961036,0.023564377541650274,33,291,0.8099731077003804,1.274914089347079,,0.038862037583628474,0.004269972451790634,33,291,0.01876612444794263,0.037800687285223365,0.03862664797323888,0.004184704184704185,33,291,0.01876612444794263,0.037800687285223365,,,,,,,,,,,,,,,,,,,,,,3.542332906991997,2.203856749311295,33,291,2.7597730552276007,3.4982817869415808,0.9920454545454545,0.9393578643578645,33,291,0.9706278149459969,0.9415807560137457,0.9920503738685557,0.9389307441296078,33,291,0.9706278149459969,0.9415807560137457,33,0.9801411435786437,0.9086186540731996,33,291,0.9488964318509774,0.9175257731958762,0.9810720434868162,0.9134998934146661,33,291,0.9516512527876165,0.9209621993127147,291
全局置信度逐词刷新诊断,C1,stable_target_global_rank,1,overall,all,late,11,,2.2499999999999996,1.2333333333333334,10,31,1.6916666666666664,2.2580645161290325,0.975,0.775,10,31,0.8805555555555558,0.7741935483870968,1.0,0.9055555555555557,10,31,0.961111111111111,0.9032258064516129,0.975,0.4111111111111111,10,31,0.7138888888888889,0.3870967741935484,,0.35,0.0,10,31,0.15,0.0967741935483871,0.1,0.0,10,31,0.03333333333333333,0.03225806451612903,,,,,,,,,,,,,,,,,,,,,,2.7666666666666666,2.1,10,31,2.405555555555556,2.6451612903225805,0.9666666666666666,0.5777777777777777,10,31,0.7944444444444445,0.8064516129032258,1.0,0.8666666666666666,10,31,0.9444444444444444,0.9032258064516129,10,0.9,0.5222222222222223,10,31,0.7305555555555556,0.6774193548387096,1.0,0.85,10,31,0.9277777777777777,0.8709677419354839,31
