diagnostic_name_zh,variant,record_scope,offset,reference_subset,final_verdict,generation_stage,actual_correct_to_wrong_ci95_high,actual_correct_to_wrong_ci95_low,actual_correct_to_wrong_count,actual_correct_to_wrong_metric_task_group_count,actual_correct_to_wrong_metric_transition_count,actual_correct_to_wrong_task_group_macro,actual_correct_to_wrong_transition_micro,actual_fresh_reference_retained_in_top_p_ci95_high,actual_fresh_reference_retained_in_top_p_ci95_low,actual_fresh_reference_retained_in_top_p_metric_task_group_count,actual_fresh_reference_retained_in_top_p_metric_transition_count,actual_fresh_reference_retained_in_top_p_task_group_macro,actual_fresh_reference_retained_in_top_p_transition_micro,actual_logprob_both_truncated_count,actual_logprob_negative_infinity_count,actual_logprob_positive_infinity_count,actual_reference_log_probability_delta_ci95_high,actual_reference_log_probability_delta_ci95_low,actual_reference_log_probability_delta_metric_task_group_count,actual_reference_log_probability_delta_metric_transition_count,actual_reference_log_probability_delta_task_group_macro,actual_reference_log_probability_delta_transition_micro,actual_reference_rank_improvement_ci95_high,actual_reference_rank_improvement_ci95_low,actual_reference_rank_improvement_metric_task_group_count,actual_reference_rank_improvement_metric_transition_count,actual_reference_rank_improvement_task_group_macro,actual_reference_rank_improvement_transition_micro,actual_stale_reference_retained_in_top_p_ci95_high,actual_stale_reference_retained_in_top_p_ci95_low,actual_stale_reference_retained_in_top_p_metric_task_group_count,actual_stale_reference_retained_in_top_p_metric_transition_count,actual_stale_reference_retained_in_top_p_task_group_macro,actual_stale_reference_retained_in_top_p_transition_micro,actual_wrong_to_correct_ci95_high,actual_wrong_to_correct_ci95_low,actual_wrong_to_correct_count,actual_wrong_to_correct_metric_task_group_count,actual_wrong_to_correct_metric_transition_count,actual_wrong_to_correct_task_group_macro,actual_wrong_to_correct_transition_micro,cases,raw_correct_to_wrong_ci95_high,raw_correct_to_wrong_ci95_low,raw_correct_to_wrong_count,raw_correct_to_wrong_metric_task_group_count,raw_correct_to_wrong_metric_transition_count,raw_correct_to_wrong_task_group_macro,raw_correct_to_wrong_transition_micro,raw_reference_log_probability_delta_ci95_high,raw_reference_log_probability_delta_ci95_low,raw_reference_log_probability_delta_metric_task_group_count,raw_reference_log_probability_delta_metric_transition_count,raw_reference_log_probability_delta_task_group_macro,raw_reference_log_probability_delta_transition_micro,raw_reference_rank_improvement_ci95_high,raw_reference_rank_improvement_ci95_low,raw_reference_rank_improvement_metric_task_group_count,raw_reference_rank_improvement_metric_transition_count,raw_reference_rank_improvement_task_group_macro,raw_reference_rank_improvement_transition_micro,raw_wrong_to_correct_ci95_high,raw_wrong_to_correct_ci95_low,raw_wrong_to_correct_count,raw_wrong_to_correct_metric_task_group_count,raw_wrong_to_correct_metric_transition_count,raw_wrong_to_correct_task_group_macro,raw_wrong_to_correct_transition_micro,task_groups,transitions
全局置信度逐词刷新诊断,C1,reference_direction,1,predecessor_correct,all,all,0.013578901212350896,0.004022280802996675,30,164,5718,0.008093703112085146,0.005246589716684155,0.894016626515459,0.8350872227518422,164,5718,0.8663351713596061,0.9422875131164743,309,21,73,0.0370376045228507,0.0014665510996138918,160,5315,0.017463936099590627,0.005732815689560611,0.04427875180163719,0.009561412976390885,164,5718,0.025407848074972948,0.012941587967820916,0.8769201105480451,0.8169574803617843,164,5718,0.8486405471204007,0.9331934242742218,0.041558826796852785,0.0171455379650486,90,164,5718,0.028231327957516313,0.015739769150052464,1017,0.014067442953649803,0.0044494822354788814,33,164,5718,0.00857617637893604,0.005771248688352571,0.10202900259732628,0.050217150657191886,164,5718,0.0751124351763687,0.05288809794318888,0.8409662090458013,-1.8797260225708945,164,5718,-0.22574608403023763,0.0708289611752361,0.0394920193059017,0.015779685305654635,89,164,5718,0.026732755748816436,0.015564882826162994,164,5718
全局置信度逐词刷新诊断,C1,reference_direction,1,predecessor_correct,all,early,0.013465870794221303,0.003878987820123014,29,164,5650,0.007950445093891994,0.005132743362831859,0.8942511753748498,0.8352600756688224,164,5650,0.8664650876585481,0.9421238938053097,306,21,73,0.037044518074742586,0.0015535287809673407,160,5250,0.017525161977720465,0.005844303312755766,0.044457637817201544,0.009749737434622301,164,5650,0.025608483757495606,0.01327433628318584,0.87705567106691,0.8171474151131838,164,5650,0.8487613716608732,0.9329203539823009,0.04161296746555423,0.017213867037498762,90,164,5650,0.028284861611774514,0.01592920353982301,1017,0.013897467792206979,0.004332949697391774,32,164,5650,0.00844017736190433,0.005663716814159292,0.10210225067822282,0.05029442759862342,164,5650,0.07516912003536311,0.05328025032988692,0.841891843417954,-1.8784922554003582,164,5650,-0.22485149476928212,0.07221238938053097,0.03955511685869299,0.015829745520281487,89,164,5650,0.026793548404236082,0.01575221238938053,164,5650
全局置信度逐词刷新诊断,C1,reference_direction,1,predecessor_correct,all,middle,0.0,0.0,0,7,63,0.0,0.0,1.0,0.869047619047619,7,63,0.9404761904761905,0.9682539682539683,2,0,0,0.007948248726981025,0.0,7,61,0.0026494162423270086,0.003040313720703125,0.0,0.0,7,63,0.0,0.0,1.0,0.8571428571428571,7,63,0.9404761904761905,0.9682539682539683,0.0,0.0,0,7,63,0.0,0.0,9,0.0,0.0,0,7,63,0.0,0.0,0.06216601906241951,-0.005321747217422876,7,63,0.02570116895459074,0.02563711196657211,0.0,-0.07142857142857142,7,63,-0.023809523809523808,-0.015873015873015872,0.0,0.0,0,7,63,0.0,0.0,7,63
全局置信度逐词刷新诊断,C1,reference_direction,1,predecessor_correct,all,late,0.5,0.0,1,2,5,0.25,0.2,1.0,0.6666666666666666,2,5,0.8333333333333333,0.8,1,0,0,0.0,-0.1990680694580078,2,4,-0.0995340347290039,-0.0995340347290039,0.0,-0.5,2,5,-0.25,-0.2,1.0,0.6666666666666666,2,5,0.8333333333333333,0.8,0.0,0.0,0,2,5,0.0,0.0,2,0.5,0.0,1,2,5,0.25,0.2,0.13576221466064453,-0.16864426930745444,2,5,-0.016441027323404953,-0.046881675720214844,-0.3333333333333333,-0.5,2,5,-0.41666666666666663,-0.4,0.0,0.0,0,2,5,0.0,0.0,2,5
全局置信度逐词刷新诊断,C1,reference_direction,1,predecessor_correct,pass,all,0.013694829059897707,0.003472098127621872,24,151,5369,0.007830619853199355,0.004470106165021419,0.9235150112551272,0.873273408029104,151,5369,0.9000642342350562,0.9534363941143602,236,14,60,0.02563641900346577,-0.0049471342725564285,149,5059,0.008554420147800347,0.00473139940643763,0.03841082358296678,0.005459440855074489,151,5369,0.020012775281554984,0.011920283106723785,0.9085124956061476,0.8574672412221298,151,5369,0.8846418779957606,0.9448686906314024,0.0338721477257427,0.012326106647938933,75,151,5369,0.021665123647247105,0.013969081765691935,937,0.013808302997482529,0.0035687617010410743,25,151,5369,0.00799618276710664,0.004656360588563979,0.08850599970189725,0.045427090981955826,151,5369,0.06612858699034198,0.049189481417278844,0.864165619514269,0.06273337193399092,151,5369,0.3685666392541012,0.08679456137083255,0.03334285339867756,0.011850640018953284,73,151,5369,0.021157792601711876,0.013596572918606817,151,5369
全局置信度逐词刷新诊断,C1,reference_direction,1,predecessor_correct,pass,early,0.01348627779170728,0.003306302664457133,23,151,5301,0.007667144414959931,0.004338803999245426,0.9236095949421078,0.873442784656322,151,5301,0.9002435596502134,0.953405017921147,233,14,60,0.02567113751547636,-0.004889245414965752,149,4994,0.00862434116618142,0.00483556800142593,0.03861310532483093,0.005694358933869323,151,5301,0.020242742035484606,0.012261837389171854,0.9087186040311621,0.8576271668088292,151,5301,0.8848024303583892,0.9447274099226561,0.03391234297180274,0.012402948076250133,75,151,5301,0.021727440011601585,0.014148273910582909,937,0.01363104346737766,0.003443593724431445,24,151,5301,0.007841421166441282,0.004527447651386531,0.08850573930957377,0.04549823723667539,151,5301,0.06620092717944974,0.04956000680137279,0.8647796980265746,0.06308228577196393,151,5301,0.3689862211471118,0.08847387285417846,0.033424711169783544,0.01193086421542155,73,151,5301,0.021228822803640426,0.013770986606300698,151,5301
全局置信度逐词刷新诊断,C1,reference_direction,1,predecessor_correct,pass,middle,0.0,0.0,0,7,63,0.0,0.0,1.0,0.869047619047619,7,63,0.9404761904761905,0.9682539682539683,2,0,0,0.007948248726981025,0.0,7,61,0.0026494162423270086,0.003040313720703125,0.0,0.0,7,63,0.0,0.0,1.0,0.8571428571428571,7,63,0.9404761904761905,0.9682539682539683,0.0,0.0,0,7,63,0.0,0.0,9,0.0,0.0,0,7,63,0.0,0.0,0.06216601906241951,-0.005321747217422876,7,63,0.02570116895459074,0.02563711196657211,0.0,-0.07142857142857142,7,63,-0.023809523809523808,-0.015873015873015872,0.0,0.0,0,7,63,0.0,0.0,7,63
全局置信度逐词刷新诊断,C1,reference_direction,1,predecessor_correct,pass,late,0.5,0.0,1,2,5,0.25,0.2,1.0,0.6666666666666666,2,5,0.8333333333333333,0.8,1,0,0,0.0,-0.1990680694580078,2,4,-0.0995340347290039,-0.0995340347290039,0.0,-0.5,2,5,-0.25,-0.2,1.0,0.6666666666666666,2,5,0.8333333333333333,0.8,0.0,0.0,0,2,5,0.0,0.0,2,0.5,0.0,1,2,5,0.25,0.2,0.13576221466064453,-0.16864426930745444,2,5,-0.016441027323404953,-0.046881675720214844,-0.3333333333333333,-0.5,2,5,-0.41666666666666663,-0.4,0.0,0.0,0,2,5,0.0,0.0,2,5
全局置信度逐词刷新诊断,C1,reference_direction,1,predecessor_correct,fail,all,0.03372294372294372,0.003463203463203463,6,55,349,0.01683982683982684,0.017191977077363897,0.7696651655539213,0.6421524705358437,55,349,0.7084402005933104,0.7707736389684814,73,7,13,0.06532037532351391,-0.007478784242035186,52,256,0.02512106490460706,0.025522522628307343,0.07664598393366334,-0.02336935716241936,55,349,0.02628267178506413,0.02865329512893983,0.7366288016874141,0.609434731514277,55,349,0.6750169731030974,0.7535816618911175,0.08572556390977441,0.02338586997797524,15,55,349,0.05189007873218399,0.04297994269340974,80,0.03984902597402596,0.006926406926406926,8,55,349,0.02170995670995671,0.022922636103151862,0.23162898126226167,0.06257512385670104,55,349,0.1429502323562695,0.10978744501370755,1.569511746825742,-5.959896563032927,55,349,-1.1591194699328669,-0.17478510028653296,0.08525568109898252,0.022673628515733776,16,55,349,0.0508635454568469,0.045845272206303724,55,349
全局置信度逐词刷新诊断,C1,reference_direction,1,predecessor_correct,fail,early,0.03372294372294372,0.003463203463203463,6,55,349,0.01683982683982684,0.017191977077363897,0.7696651655539213,0.6421524705358437,55,349,0.7084402005933104,0.7707736389684814,73,7,13,0.06532037532351391,-0.007478784242035186,52,256,0.02512106490460706,0.025522522628307343,0.07664598393366334,-0.02336935716241936,55,349,0.02628267178506413,0.02865329512893983,0.7366288016874141,0.609434731514277,55,349,0.6750169731030974,0.7535816618911175,0.08572556390977441,0.02338586997797524,15,55,349,0.05189007873218399,0.04297994269340974,80,0.03984902597402596,0.006926406926406926,8,55,349,0.02170995670995671,0.022922636103151862,0.23162898126226167,0.06257512385670104,55,349,0.1429502323562695,0.10978744501370755,1.569511746825742,-5.959896563032927,55,349,-1.1591194699328669,-0.17478510028653296,0.08525568109898252,0.022673628515733776,16,55,349,0.0508635454568469,0.045845272206303724,55,349
全局置信度逐词刷新诊断,C1,reference_direction,1,overall,all,all,0.015223683947692178,0.008905640248700502,75,164,7133,0.011965827618954428,0.01051451002383289,0.7365466165394066,0.6477675476351478,164,7133,0.6939001067138089,0.770783681480443,1559,76,77,0.03111835188854289,0.00039109025546668527,160,5421,0.01451928313216234,0.005713995346128446,0.019056462337511425,0.0026770287088084704,164,7133,0.010774049313196634,0.01135567082573952,0.7372072762525503,0.648763419411959,164,7133,0.6934797547941737,0.7706434880134586,0.01894149290713577,0.010567692563163185,93,164,7133,0.014467748699589807,0.013037992429552782,1027,0.015461138415976487,0.00912683001308442,77,164,7133,0.012201504131238942,0.010794896957801767,-0.6202517987328664,-0.8691228347378337,164,7133,-0.7429475509354422,-0.5672942372403238,-151.11246582058908,-531.878711221852,164,7133,-310.5394749139916,-243.88391980933687,0.0181160494468434,0.00982822609958074,92,164,7133,0.013679231138778997,0.012897798962568345,164,7133
全局置信度逐词刷新诊断,C1,reference_direction,1,overall,all,early,0.015116755912179118,0.008747987327145964,73,164,7010,0.011841545172094304,0.010413694721825963,0.7388129578612322,0.6500213613375163,164,7010,0.6961063771966254,0.7748930099857346,1503,75,77,0.03132127948860532,0.0006190652336400705,160,5355,0.014748421334697651,0.005931687199212367,0.019593690343059682,0.002907148081266786,164,7010,0.011176597279821126,0.011982881597717546,0.7389083038159825,0.6510124784924742,164,7010,0.6955223909775696,0.7746077032810271,0.019200100744337263,0.010750041721622765,93,164,7010,0.01469016075905612,0.01326676176890157,1027,0.015355336695010654,0.009035873209413306,75,164,7010,0.012083474594470194,0.010699001426533523,-0.6163266793229597,-0.8693611630540922,164,7010,-0.7406477437415698,-0.5578217783940161,-142.59564699055724,-544.869826162833,164,7010,-305.67633802781506,-226.31098430813125,0.018386533815654627,0.010012638779859208,92,164,7010,0.013904816532086374,0.013124108416547788,164,7010
全局置信度逐词刷新诊断,C1,reference_direction,1,overall,all,middle,0.17647058823529413,0.0,1,17,115,0.058823529411764705,0.008695652173913044,0.5764705882352942,0.15294117647058825,17,115,0.3557677616501146,0.5391304347826087,52,1,0,0.006954717636108398,-0.21597719192504883,8,62,-0.06967415809631347,-0.006298065185546875,0.014705882352941176,-0.21524064171122995,17,115,-0.07553475935828878,-0.008695652173913044,0.6445378151260505,0.2081111535523301,17,115,0.4145912910618793,0.5478260869565217,0.0,0.0,0,17,115,0.0,0.0,19,0.17647058823529413,0.0,1,17,115,0.058823529411764705,0.008695652173913044,-0.9522493412329416,-3.209723547962358,17,115,-1.9041923506636196,-1.1009861324144445,-54.69970588235295,-2468.130702189967,17,115,-902.0640692640691,-1333.6869565217391,0.0,0.0,0,17,115,0.0,0.0,17,115
全局置信度逐词刷新诊断,C1,reference_direction,1,overall,all,late,0.5,0.0,1,3,8,0.16666666666666666,0.125,1.0,0.0,3,8,0.4666666666666666,0.5,4,0,0,0.0,-0.1990680694580078,2,4,-0.0995340347290039,-0.0995340347290039,0.0,-0.5,3,8,-0.2333333333333333,-0.25,1.0,0.0,3,8,0.4666666666666666,0.5,0.0,0.0,0,3,8,0.0,0.0,3,0.5,0.0,1,3,8,0.16666666666666666,0.125,0.13576221466064453,-1.989743995666504,3,8,-0.5808362325032552,-1.195715308189392,207.0,-3.2000000000000006,3,8,67.76666666666667,23.75,0.0,0.0,0,3,8,0.0,0.0,3,8
全局置信度逐词刷新诊断,C1,reference_direction,1,overall,pass,all,0.010699945133247846,0.005390288171351913,46,151,6333,0.007924430765053192,0.007263540186325596,0.8092887153198202,0.7261700208819022,151,6333,0.7688986753101866,0.8218853623874941,1085,43,64,0.025503396144535985,-0.005212185252693626,149,5141,0.008300821769049888,0.004924397226484618,0.01815533220167236,0.0038786168517278875,151,6333,0.010769004409226906,0.010737407231959577,0.8031741840123134,0.7202308387002886,151,6333,0.7630879873046446,0.8185693983893889,0.01783363446291918,0.009354679349976162,78,151,6333,0.013155728770007358,0.01231643770724775,947,0.01069913331772905,0.00541014006149016,46,151,6333,0.007931644835375949,0.007263540186325596,-0.4130890667520858,-0.6367592061661907,151,6333,-0.519672624889436,-0.4138508678028487,-113.61853360620869,-342.13508430173806,151,6333,-216.7226533979365,-175.9123638086215,0.01719162841967806,0.00871945739156718,76,151,6333,0.012609824572295085,0.012000631612190116,151,6333
全局置信度逐词刷新诊断,C1,reference_direction,1,overall,pass,early,0.010645400504409548,0.005317614030132725,45,151,6235,0.007868142627926025,0.007217321571772253,0.8098313135867485,0.7272175654367898,151,6235,0.7698065120921975,0.8243785084202085,1052,43,64,0.025550670691999167,-0.005153549451772152,149,5076,0.008368332112821092,0.00502935444115653,0.01877921412124188,0.004261452498762163,151,6235,0.011271326312492221,0.011387329591018444,0.8040497422289958,0.7214876631059054,151,6235,0.7639788554571658,0.8210104250200481,0.017969963681671298,0.009458506405895661,78,151,6235,0.013277724113618175,0.012510024057738572,947,0.010627736860516756,0.005376975573082653,45,151,6235,0.007880656831547136,0.007217321571772253,-0.4126063165332331,-0.6371634397499861,151,6235,-0.5197676555362623,-0.40826658456920145,-114.17065704737213,-342.48985097536786,151,6235,-217.39036682751058,-177.6375300721732,0.017305023082184862,0.008830086246507923,76,151,6235,0.012737120049204253,0.01218925421010425,151,6235
