diagnostic_name_zh,variant,record_scope,offset,reference_subset,final_verdict,generation_stage,actual_entropy_delta_ci95_high,actual_entropy_delta_ci95_low,actual_entropy_delta_metric_task_group_count,actual_entropy_delta_metric_transition_count,actual_entropy_delta_task_group_macro,actual_entropy_delta_transition_micro,actual_margin_delta_ci95_high,actual_margin_delta_ci95_low,actual_margin_delta_metric_task_group_count,actual_margin_delta_metric_transition_count,actual_margin_delta_task_group_macro,actual_margin_delta_transition_micro,actual_top1_agreement_ci95_high,actual_top1_agreement_ci95_low,actual_top1_agreement_metric_task_group_count,actual_top1_agreement_metric_transition_count,actual_top1_agreement_task_group_macro,actual_top1_agreement_transition_micro,actual_total_variation_ci95_high,actual_total_variation_ci95_low,actual_total_variation_median,actual_total_variation_metric_task_group_count,actual_total_variation_metric_transition_count,actual_total_variation_task_group_macro,actual_total_variation_transition_micro,cases,raw_entropy_delta_ci95_high,raw_entropy_delta_ci95_low,raw_entropy_delta_metric_task_group_count,raw_entropy_delta_metric_transition_count,raw_entropy_delta_task_group_macro,raw_entropy_delta_transition_micro,raw_margin_delta_ci95_high,raw_margin_delta_ci95_low,raw_margin_delta_metric_task_group_count,raw_margin_delta_metric_transition_count,raw_margin_delta_task_group_macro,raw_margin_delta_transition_micro,raw_top1_agreement_ci95_high,raw_top1_agreement_ci95_low,raw_top1_agreement_metric_task_group_count,raw_top1_agreement_metric_transition_count,raw_top1_agreement_task_group_macro,raw_top1_agreement_transition_micro,raw_total_variation_ci95_high,raw_total_variation_ci95_low,raw_total_variation_median,raw_total_variation_metric_task_group_count,raw_total_variation_metric_transition_count,raw_total_variation_task_group_macro,raw_total_variation_transition_micro,task_groups,transitions
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,1,predecessor_correct,fail,early,0.007823774772379522,-0.034432376776341145,55,349,-0.013680348681564519,-0.02121824030377462,0.03249342532062983,-0.018203305429120322,55,349,0.007396261414232034,0.017751611747851004,0.9297504936583882,0.826988221817169,55,349,0.8817029948608895,0.9169054441260746,0.14618240920335474,0.06975548947648055,0.0,55,349,0.10523307243176903,0.08267343078438395,80,-0.1578845072144048,-0.37250446975738,55,349,-0.2726466430587812,-0.3161289216536911,0.09445794996880039,0.03985653798602923,55,349,0.06801248374067398,0.08468235431393785,0.9350693932374553,0.8540992719401809,55,349,0.896041216447915,0.9111747851002865,0.16375747314588796,0.115125595325421,0.06690869480371475,55,349,0.1388482427974727,0.12847512929787377,55,349
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,1,overall,all,all,-0.004944971329574799,-0.014538548202632435,164,8806,-0.009799563492761686,-0.010010447614563343,0.013558957722875086,0.004128835448670149,164,8806,0.008930297556339832,0.008902177847490348,0.942767141819097,0.9187054026911693,164,8806,0.9314059858886738,0.9443561208267091,0.07842440129944209,0.05630766890866989,0.0,164,8806,0.06680827503156682,0.055420635777009286,1027,-0.27626736815955105,-0.32825381033214956,164,8806,-0.3018709417426363,-0.2516462801802324,0.0909431052812062,0.0769278638392461,164,8806,0.08386203726224142,0.07162444257048808,0.9432545025389688,0.9195778778844877,164,8806,0.9320177478319398,0.9441290029525323,0.12132588763974528,0.10126215673136683,0.026212897151708603,164,8806,0.11086357333743434,0.09530692528495992,164,8806
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,1,overall,all,early,-0.004677329834312133,-0.014494350677368577,164,8484,-0.009698017476201465,-0.00983978391838827,0.013705494474276965,0.004029662642271798,164,8484,0.009008760315102862,0.008907276748880245,0.943295016897414,0.9193793883424638,164,8484,0.932048183141214,0.9464875058934464,0.07787232669946069,0.05587718405478625,0.0,164,8484,0.06630185981167276,0.05363039181289781,1027,-0.2745547194063108,-0.32657677877798524,164,8484,-0.3002965371992581,-0.2478876083982506,0.09068432485633193,0.07667850809862028,164,8484,0.08360045580900444,0.07136931406541076,0.9436394193809058,0.9201620137347694,164,8484,0.9324544677151526,0.945898161244696,0.12054230300610172,0.10044531977819865,0.025715138763189316,164,8484,0.11003215313969544,0.09373864561854606,164,8484
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,1,overall,all,middle,0.014016921081207962,-0.015395885399081792,33,291,-0.0005820463649380257,-0.011667767648434722,0.012044739386047979,-0.014335829729672947,33,291,-0.001029780437628449,0.007859482388316151,0.9690431048452439,0.8207601302688202,33,291,0.9041594645204272,0.9106529209621993,0.17730812419691747,0.032596292810771,0.0,33,291,0.09580146059586024,0.08691741838487972,37,-0.3453332519779033,-0.617952515527904,33,291,-0.4780287918342772,-0.3418444869943808,0.1635714015707123,0.07353131984816201,33,291,0.11746407142719649,0.08282888359374196,0.9713962260753704,0.8237338233043446,33,291,0.9061796665406291,0.9175257731958762,0.22862113927812824,0.11290339369700042,0.04022986814379692,33,291,0.1640325158666782,0.1273692794261369,33,291
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,1,overall,all,late,0.03758295774459839,-0.4402065098285675,10,31,-0.13670953810214997,-0.04115982401755548,0.25472005208333337,-0.0296875,10,31,0.07666015625,0.01729460685483871,0.9416666666666667,0.5416666666666666,10,31,0.7583333333333333,0.6774193548387096,0.35008015950520815,0.041796875,0.0,10,31,0.177886962890625,0.24970663747479838,11,-0.20542888369876894,-1.0396877667208901,10,31,-0.5541788104688748,-0.4336105774517261,0.19483199891220346,-0.07761994328142868,10,31,0.048002596406473065,0.03627018125787858,0.9416666666666667,0.5583333333333333,10,31,0.7694444444444446,0.7096774193548387,0.36641502414674804,0.14903681771053623,0.14139245450496674,10,31,0.2354842135643897,0.22353723608408002,10,31
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,1,overall,pass,all,-0.0011815369249266175,-0.011267075510805436,151,7786,-0.006527648931306227,-0.008070459463527139,0.010456258362818488,-0.0007203057719724407,151,7786,0.005422021430303361,0.0072114612766503985,0.9566959635219977,0.9385161632519049,151,7786,0.948053733822886,0.9554328281530953,0.05964291659801209,0.043038200867699335,0.0,151,7786,0.050929637114265965,0.04411149337302129,947,-0.23467096992402775,-0.28788476595143747,151,7786,-0.2611316460141128,-0.22559220688487633,0.07927169097357904,0.06530291358628329,151,7786,0.0720523915122806,0.0645000777364489,0.9568965432225651,0.9380793586849002,151,7786,0.9479477571082392,0.9554328281530953,0.10046376345520636,0.08543265123738324,0.023086841218173504,151,7786,0.09287099135838377,0.08236459286753106,151,7786
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,1,overall,pass,early,-0.001080776645167591,-0.011254082691917721,151,7541,-0.006454107810399557,-0.0076780264478133855,0.010597669797981737,-0.0006865632945114922,151,7541,0.005501273474838116,0.006994704987733722,0.9572148616355253,0.9403948770833592,151,7541,0.9491582773085868,0.9579631348627503,0.05829173548290308,0.04269367252441925,0.0,151,7541,0.05017788671288067,0.04208299965397494,947,-0.2334102973556938,-0.28619073662306577,151,7541,-0.259348753088981,-0.2214724750164487,0.07926896161961033,0.06525593987088418,151,7541,0.07202155328315567,0.06429403680434137,0.9571387204912413,0.9396263606786924,151,7541,0.9487938399729073,0.9575653096406312,0.09939178325992831,0.08471451239911805,0.022480105981230736,151,7541,0.09194547100151693,0.08062301752516016,151,7541
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,1,overall,pass,middle,0.01883537553059203,-0.020059245495427223,25,220,-0.00044196696366582635,-0.014475124667991291,0.01694469013516865,-0.01809720439608135,25,220,-0.0005539124503968257,0.011354758522727272,0.9880213903743315,0.8833022133095663,25,220,0.9463995840760546,0.9090909090909091,0.1066831310764717,0.015139830768955307,0.0,25,220,0.05081561619676279,0.0843017578125,28,-0.3070864252938106,-0.6306783477765958,25,220,-0.4624284024975828,-0.3408394262787293,0.13838056939757043,0.05062985893477166,25,220,0.09459749403912517,0.07458464630286801,0.9900310606060606,0.889303505644682,25,220,0.9490662507427214,0.9181818181818182,0.1614708968132613,0.09819800229641862,0.052091339603066444,25,220,0.12833911381969926,0.12337241302037992,25,220
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,1,overall,pass,late,0.022135040518783015,-0.6301904008502052,7,25,-0.2123035533087594,-0.0700829005241394,0.36951264880952384,-0.022414434523809527,7,25,0.12262834821428571,0.0361328125,0.880952380952381,0.39285714285714285,7,25,0.6547619047619049,0.6,0.4615275065104167,0.06849888392857142,0.08203125,7,25,0.24758475167410718,0.30231201171875,8,-0.1932582061937345,-1.2948109550135476,7,25,-0.639276118649702,-0.45409259701147675,0.2687978554103109,-0.10326042629423594,7,25,0.06377673764077445,0.03790606111288071,0.884920634920635,0.4087301587301587,7,25,0.6706349206349207,0.64,0.45378908070935203,0.18039317924108003,0.16148202121257782,7,25,0.2872795587616218,0.24682456179521978,7,25
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,1,overall,fail,all,-0.003892939996721399,-0.03817670155346872,55,1020,-0.021617508403068943,-0.024819023834139694,0.03672028858200294,0.0011654958879614133,55,1020,0.019701684073828423,0.02180798100490196,0.8781691107755993,0.8040555270405537,55,1020,0.841701791194785,0.8598039215686275,0.19590250836077502,0.1254153205907366,0.0,55,1020,0.15960892542637237,0.14174708946078432,80,-0.4016927511311845,-0.5416364001276913,55,1020,-0.46812977999587224,-0.4505257063347837,0.1527579095424701,0.11393676205180617,55,1020,0.1332711739702351,0.1260070941369871,0.8774871988934044,0.8022934703130166,55,1020,0.841178795567652,0.8578431372549019,0.23980190909424862,0.18528382358370246,0.08001727983355522,55,1020,0.21148303091220594,0.19410006273800023,55,1020
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,1,overall,fail,early,-0.0035873779067254383,-0.03866810216759687,55,943,-0.021822212036516058,-0.02712696640577448,0.03736637362599928,0.0013536913913246606,55,943,0.02013237162981805,0.024201766304347828,0.8763837373526842,0.800485332847054,55,943,0.8391954378521951,0.8547189819724285,0.19862267491493119,0.12616982954579142,0.0,55,943,0.16095110491814074,0.14597279294803817,80,-0.4030562440376571,-0.5417574257484348,55,943,-0.4686627661254083,-0.4591246400336357,0.15141513599093148,0.11271584658951711,55,943,0.13188128528618065,0.12794902331856486,0.8753933875996648,0.7989220244790992,55,943,0.8387104159472464,0.8525980911983033,0.24038963859028672,0.1863274551033066,0.0873522087931633,55,943,0.2123527745651932,0.19862194514370307,55,943
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,1,overall,fail,middle,0.001763919989267985,-0.00448337197303772,9,71,-0.0009064839945899115,-0.002968914911780559,0.00039062499999999997,-0.007102272727272727,9,71,-0.002237215909090909,-0.002970950704225352,0.9696969696969696,0.5555555555555556,9,71,0.7974747474747476,0.9154929577464789,0.4499376085069444,0.02197265625,0.0,9,71,0.21011753274936867,0.09502228213028169,9,-0.29272432724500136,-0.8932374499671425,9,71,-0.5761602560443441,-0.3449587596344276,0.29413919448852544,0.08799391696610821,9,71,0.1882373269102727,0.10837440759363309,0.9696969696969696,0.5555555555555556,9,71,0.7974747474747476,0.9154929577464789,0.4668283787763758,0.09247896162007159,0.020337285473942757,9,71,0.26261118763543695,0.13975393589467963,9,71
全局置信度逐词刷新诊断,C1,stale_fresh_distribution,1,overall,fail,late,0.11902949213981628,0.0,3,6,0.03967649737993876,0.07935299475987752,0.0,-0.091796875,3,6,-0.030598958333333332,-0.061197916666666664,1.0,1.0,3,6,1.0,1.0,0.0457763671875,0.0,0.0,3,6,0.0152587890625,0.030517578125,3,0.07749366760253906,-0.8034297078847885,3,6,-0.3556184247136116,-0.3482688292860985,0.1346389651298523,-0.14876192808151245,3,6,0.011196266859769821,0.02945401519536972,1.0,1.0,3,6,1.0,1.0,0.13838501647114754,0.07585205882787704,0.07050324603915215,3,6,0.11462840810418129,0.1265067122876644,3,6
