task_group,method_a,method_b,method_a_accuracy,method_b_accuracy,task_macro_delta,outcome,span_count
HumanEval/125,ordinary_confidence_best_of_grid,fixed64_seed0,0.38095238095238093,0.5714285714285714,-0.19047619047619047,loss,21
HumanEval/126,ordinary_confidence_best_of_grid,fixed64_seed0,0.17777777777777778,0.2,-0.022222222222222227,loss,45
HumanEval/127,ordinary_confidence_best_of_grid,fixed64_seed0,0.3,0.5166666666666667,-0.21666666666666673,loss,120
HumanEval/128,ordinary_confidence_best_of_grid,fixed64_seed0,0.3333333333333333,0.5,-0.16666666666666669,loss,6
HumanEval/129,ordinary_confidence_best_of_grid,fixed64_seed0,0.07509881422924901,0.15019762845849802,-0.07509881422924901,loss,253
HumanEval/13,ordinary_confidence_best_of_grid,fixed64_seed0,0.6666666666666666,0.3333333333333333,0.3333333333333333,win,6
HumanEval/130,ordinary_confidence_best_of_grid,fixed64_seed0,0.1111111111111111,0.15555555555555556,-0.04444444444444445,loss,45
HumanEval/131,ordinary_confidence_best_of_grid,fixed64_seed0,0.2727272727272727,0.42424242424242425,-0.15151515151515155,loss,66
HumanEval/132,ordinary_confidence_best_of_grid,fixed64_seed0,0.125,0.11029411764705882,0.01470588235294118,win,136
HumanEval/133,ordinary_confidence_best_of_grid,fixed64_seed0,0.6,0.4666666666666667,0.1333333333333333,win,15
HumanEval/134,ordinary_confidence_best_of_grid,fixed64_seed0,0.3333333333333333,0.0,0.3333333333333333,win,3
HumanEval/136,ordinary_confidence_best_of_grid,fixed64_seed0,0.3333333333333333,0.16666666666666666,0.16666666666666666,win,6
HumanEval/137,ordinary_confidence_best_of_grid,fixed64_seed0,0.13333333333333333,0.3333333333333333,-0.19999999999999998,loss,15
HumanEval/138,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/139,ordinary_confidence_best_of_grid,fixed64_seed0,0.19047619047619047,0.38095238095238093,-0.19047619047619047,loss,21
HumanEval/14,ordinary_confidence_best_of_grid,fixed64_seed0,0.2,0.2,0.0,tie,10
HumanEval/140,ordinary_confidence_best_of_grid,fixed64_seed0,0.13333333333333333,0.05238095238095238,0.08095238095238094,win,210
HumanEval/141,ordinary_confidence_best_of_grid,fixed64_seed0,0.14285714285714285,0.3047619047619048,-0.16190476190476194,loss,105
HumanEval/142,ordinary_confidence_best_of_grid,fixed64_seed0,0.24444444444444444,0.6444444444444445,-0.4,loss,45
HumanEval/144,ordinary_confidence_best_of_grid,fixed64_seed0,0.25,0.35714285714285715,-0.10714285714285715,loss,28
HumanEval/145,ordinary_confidence_best_of_grid,fixed64_seed0,0.17857142857142858,0.14285714285714285,0.035714285714285726,win,28
HumanEval/146,ordinary_confidence_best_of_grid,fixed64_seed0,0.1388888888888889,0.5,-0.3611111111111111,loss,36
HumanEval/147,ordinary_confidence_best_of_grid,fixed64_seed0,0.1388888888888889,0.3888888888888889,-0.25,loss,36
HumanEval/148,ordinary_confidence_best_of_grid,fixed64_seed0,0.044444444444444446,0.3111111111111111,-0.26666666666666666,loss,45
HumanEval/15,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/150,ordinary_confidence_best_of_grid,fixed64_seed0,0.2222222222222222,0.4444444444444444,-0.2222222222222222,loss,36
HumanEval/151,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/152,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/154,ordinary_confidence_best_of_grid,fixed64_seed0,0.21428571428571427,0.2857142857142857,-0.07142857142857142,loss,28
HumanEval/155,ordinary_confidence_best_of_grid,fixed64_seed0,0.3333333333333333,0.19444444444444445,0.13888888888888887,win,36
HumanEval/156,ordinary_confidence_best_of_grid,fixed64_seed0,0.12380952380952381,0.26666666666666666,-0.14285714285714285,loss,105
HumanEval/157,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/158,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/159,ordinary_confidence_best_of_grid,fixed64_seed0,0.5,0.5,0.0,tie,10
HumanEval/16,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/160,ordinary_confidence_best_of_grid,fixed64_seed0,0.2,0.1,0.1,win,10
HumanEval/161,ordinary_confidence_best_of_grid,fixed64_seed0,0.14285714285714285,0.10476190476190476,0.038095238095238085,win,105
HumanEval/162,ordinary_confidence_best_of_grid,fixed64_seed0,0.3333333333333333,0.3333333333333333,0.0,tie,3
HumanEval/163,ordinary_confidence_best_of_grid,fixed64_seed0,0.16666666666666666,0.16666666666666666,0.0,tie,6
HumanEval/17,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,3
HumanEval/18,ordinary_confidence_best_of_grid,fixed64_seed0,0.3333333333333333,0.4666666666666667,-0.13333333333333336,loss,15
HumanEval/19,ordinary_confidence_best_of_grid,fixed64_seed0,0.26373626373626374,0.7582417582417582,-0.49450549450549447,loss,91
HumanEval/2,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/20,ordinary_confidence_best_of_grid,fixed64_seed0,0.2,0.3238095238095238,-0.12380952380952381,loss,105
HumanEval/21,ordinary_confidence_best_of_grid,fixed64_seed0,0.5,0.5,0.0,tie,6
HumanEval/22,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/23,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/24,ordinary_confidence_best_of_grid,fixed64_seed0,0.5,0.5,0.0,tie,6
HumanEval/25,ordinary_confidence_best_of_grid,fixed64_seed0,0.15384615384615385,0.3333333333333333,-0.17948717948717946,loss,78
HumanEval/26,ordinary_confidence_best_of_grid,fixed64_seed0,0.5,0.3333333333333333,0.16666666666666669,win,6
HumanEval/28,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/29,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/3,ordinary_confidence_best_of_grid,fixed64_seed0,0.42857142857142855,0.3333333333333333,0.09523809523809523,win,21
HumanEval/30,ordinary_confidence_best_of_grid,fixed64_seed0,1.0,0.0,1.0,win,1
HumanEval/32,ordinary_confidence_best_of_grid,fixed64_seed0,0.07575757575757576,0.0,0.07575757575757576,win,66
HumanEval/33,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.16666666666666666,-0.16666666666666666,loss,6
HumanEval/34,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/36,ordinary_confidence_best_of_grid,fixed64_seed0,0.2222222222222222,0.4888888888888889,-0.26666666666666666,loss,45
HumanEval/37,ordinary_confidence_best_of_grid,fixed64_seed0,0.08888888888888889,0.0,0.08888888888888889,win,45
HumanEval/38,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/39,ordinary_confidence_best_of_grid,fixed64_seed0,0.15833333333333333,0.3,-0.14166666666666666,loss,120
HumanEval/4,ordinary_confidence_best_of_grid,fixed64_seed0,0.3333333333333333,0.3333333333333333,0.0,tie,3
HumanEval/40,ordinary_confidence_best_of_grid,fixed64_seed0,0.23809523809523808,0.38095238095238093,-0.14285714285714285,loss,21
HumanEval/41,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/42,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/43,ordinary_confidence_best_of_grid,fixed64_seed0,0.13333333333333333,0.6,-0.4666666666666667,loss,15
HumanEval/44,ordinary_confidence_best_of_grid,fixed64_seed0,0.3333333333333333,0.4666666666666667,-0.13333333333333336,loss,15
HumanEval/45,ordinary_confidence_best_of_grid,fixed64_seed0,1.0,0.0,1.0,win,1
HumanEval/46,ordinary_confidence_best_of_grid,fixed64_seed0,0.14285714285714285,0.5,-0.35714285714285715,loss,28
HumanEval/47,ordinary_confidence_best_of_grid,fixed64_seed0,0.4,0.4666666666666667,-0.06666666666666665,loss,15
HumanEval/48,ordinary_confidence_best_of_grid,fixed64_seed0,0.4,0.4,0.0,tie,10
HumanEval/49,ordinary_confidence_best_of_grid,fixed64_seed0,0.4,0.5,-0.09999999999999998,loss,10
HumanEval/5,ordinary_confidence_best_of_grid,fixed64_seed0,0.16666666666666666,0.2222222222222222,-0.05555555555555555,loss,36
HumanEval/51,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/52,ordinary_confidence_best_of_grid,fixed64_seed0,0.5,0.4,0.09999999999999998,win,10
HumanEval/53,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,1.0,-1.0,loss,1
HumanEval/54,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/55,ordinary_confidence_best_of_grid,fixed64_seed0,0.4666666666666667,0.6666666666666666,-0.19999999999999996,loss,15
HumanEval/56,ordinary_confidence_best_of_grid,fixed64_seed0,0.3111111111111111,0.37777777777777777,-0.06666666666666665,loss,45
HumanEval/57,ordinary_confidence_best_of_grid,fixed64_seed0,0.16666666666666666,0.0,0.16666666666666666,win,6
HumanEval/58,ordinary_confidence_best_of_grid,fixed64_seed0,0.38095238095238093,0.5238095238095238,-0.1428571428571429,loss,21
HumanEval/59,ordinary_confidence_best_of_grid,fixed64_seed0,0.19230769230769232,0.41025641025641024,-0.21794871794871792,loss,78
HumanEval/6,ordinary_confidence_best_of_grid,fixed64_seed0,0.22727272727272727,0.6515151515151515,-0.4242424242424242,loss,66
HumanEval/60,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/61,ordinary_confidence_best_of_grid,fixed64_seed0,0.3111111111111111,0.5333333333333333,-0.2222222222222222,loss,45
HumanEval/62,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/63,ordinary_confidence_best_of_grid,fixed64_seed0,0.39285714285714285,0.6428571428571429,-0.25000000000000006,loss,28
HumanEval/64,ordinary_confidence_best_of_grid,fixed64_seed0,0.13333333333333333,0.2,-0.06666666666666668,loss,15
HumanEval/65,ordinary_confidence_best_of_grid,fixed64_seed0,0.3333333333333333,0.26666666666666666,0.06666666666666665,win,15
HumanEval/67,ordinary_confidence_best_of_grid,fixed64_seed0,0.26666666666666666,0.26666666666666666,0.0,tie,15
HumanEval/68,ordinary_confidence_best_of_grid,fixed64_seed0,0.2,0.5,-0.3,loss,10
HumanEval/7,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/70,ordinary_confidence_best_of_grid,fixed64_seed0,0.19047619047619047,0.23809523809523808,-0.047619047619047616,loss,21
HumanEval/71,ordinary_confidence_best_of_grid,fixed64_seed0,0.19047619047619047,0.42857142857142855,-0.23809523809523808,loss,21
HumanEval/72,ordinary_confidence_best_of_grid,fixed64_seed0,0.4,0.6222222222222222,-0.2222222222222222,loss,45
HumanEval/73,ordinary_confidence_best_of_grid,fixed64_seed0,0.13333333333333333,0.2,-0.06666666666666668,loss,15
HumanEval/74,ordinary_confidence_best_of_grid,fixed64_seed0,0.2545454545454545,0.34545454545454546,-0.09090909090909094,loss,55
HumanEval/75,ordinary_confidence_best_of_grid,fixed64_seed0,0.15384615384615385,0.25274725274725274,-0.09890109890109888,loss,91
HumanEval/77,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,3
HumanEval/79,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/8,ordinary_confidence_best_of_grid,fixed64_seed0,0.47619047619047616,0.6190476190476191,-0.1428571428571429,loss,21
HumanEval/80,ordinary_confidence_best_of_grid,fixed64_seed0,0.3333333333333333,0.23809523809523808,0.09523809523809523,win,21
HumanEval/82,ordinary_confidence_best_of_grid,fixed64_seed0,0.2857142857142857,0.5714285714285714,-0.2857142857142857,loss,28
HumanEval/83,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,3
HumanEval/85,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/86,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/87,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,3
HumanEval/88,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/89,ordinary_confidence_best_of_grid,fixed64_seed0,0.25,0.4166666666666667,-0.16666666666666669,loss,36
HumanEval/9,ordinary_confidence_best_of_grid,fixed64_seed0,0.3111111111111111,0.3111111111111111,0.0,tie,45
HumanEval/90,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,3
HumanEval/92,ordinary_confidence_best_of_grid,fixed64_seed0,0.3333333333333333,0.4666666666666667,-0.13333333333333336,loss,15
HumanEval/93,ordinary_confidence_best_of_grid,fixed64_seed0,0.1,0.0,0.1,win,10
HumanEval/94,ordinary_confidence_best_of_grid,fixed64_seed0,0.24175824175824176,0.5714285714285714,-0.3296703296703296,loss,91
HumanEval/95,ordinary_confidence_best_of_grid,fixed64_seed0,0.17316017316017315,0.2943722943722944,-0.12121212121212124,loss,231
HumanEval/96,ordinary_confidence_best_of_grid,fixed64_seed0,0.2909090909090909,0.2909090909090909,0.0,tie,55
HumanEval/97,ordinary_confidence_best_of_grid,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/99,ordinary_confidence_best_of_grid,fixed64_seed0,0.19117647058823528,0.19117647058823528,0.0,tie,136
HumanEval/0,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.32142857142857145,0.32142857142857145,0.0,tie,28
HumanEval/1,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.18095238095238095,0.1619047619047619,0.019047619047619035,win,105
HumanEval/10,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.23809523809523808,0.23809523809523808,0.0,tie,21
HumanEval/100,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/101,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.32727272727272727,0.2727272727272727,0.054545454545454564,win,55
HumanEval/102,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.07142857142857142,0.0,0.07142857142857142,win,28
HumanEval/103,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.42857142857142855,0.38095238095238093,0.047619047619047616,win,21
HumanEval/104,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.3333333333333333,0.3333333333333333,0.0,tie,15
HumanEval/105,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.3368421052631579,0.4105263157894737,-0.0736842105263158,loss,190
HumanEval/106,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.5151515151515151,0.5303030303030303,-0.015151515151515138,loss,66
HumanEval/107,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.34545454545454546,0.4727272727272727,-0.12727272727272726,loss,55
HumanEval/108,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.14285714285714285,0.14285714285714285,0.0,tie,28
HumanEval/109,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.22727272727272727,0.25757575757575757,-0.030303030303030304,loss,66
HumanEval/11,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.42857142857142855,0.5714285714285714,-0.14285714285714285,loss,21
HumanEval/110,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.24242424242424243,0.30303030303030304,-0.06060606060606061,loss,66
HumanEval/111,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.30303030303030304,0.24242424242424243,0.06060606060606061,win,66
HumanEval/112,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.3333333333333333,0.3333333333333333,0.0,tie,3
HumanEval/113,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.3333333333333333,0.4666666666666667,-0.13333333333333336,loss,15
HumanEval/114,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.07575757575757576,0.09090909090909091,-0.015151515151515152,loss,66
HumanEval/115,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/116,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/117,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.35555555555555557,0.37777777777777777,-0.0222222222222222,loss,45
HumanEval/118,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.2222222222222222,0.1111111111111111,0.1111111111111111,win,36
HumanEval/119,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.21978021978021978,0.32967032967032966,-0.10989010989010989,loss,91
HumanEval/12,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.38095238095238093,0.5714285714285714,-0.19047619047619047,loss,21
HumanEval/120,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.13333333333333333,0.06666666666666667,0.06666666666666667,win,15
HumanEval/121,phase5_prefix_only_deterministic_proxy,fixed64_seed0,1.0,0.0,1.0,win,1
HumanEval/122,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/123,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.14102564102564102,0.1794871794871795,-0.038461538461538464,loss,78
HumanEval/124,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.45,0.5083333333333333,-0.05833333333333329,loss,120
HumanEval/125,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.42857142857142855,0.5714285714285714,-0.14285714285714285,loss,21
HumanEval/126,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.2222222222222222,0.2,0.0222222222222222,win,45
HumanEval/127,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.375,0.5166666666666667,-0.14166666666666672,loss,120
HumanEval/128,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.3333333333333333,0.5,-0.16666666666666669,loss,6
HumanEval/129,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.16205533596837945,0.15019762845849802,0.011857707509881438,win,253
HumanEval/13,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.5,0.3333333333333333,0.16666666666666669,win,6
HumanEval/130,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.17777777777777778,0.15555555555555556,0.022222222222222227,win,45
HumanEval/131,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.5757575757575758,0.42424242424242425,0.15151515151515155,win,66
HumanEval/132,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.13970588235294118,0.11029411764705882,0.02941176470588236,win,136
HumanEval/133,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.6,0.4666666666666667,0.1333333333333333,win,15
HumanEval/134,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.3333333333333333,0.0,0.3333333333333333,win,3
HumanEval/136,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.3333333333333333,0.16666666666666666,0.16666666666666666,win,6
HumanEval/137,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.2,0.3333333333333333,-0.1333333333333333,loss,15
HumanEval/138,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/139,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.42857142857142855,0.38095238095238093,0.047619047619047616,win,21
HumanEval/14,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.3,0.2,0.09999999999999998,win,10
HumanEval/140,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.09523809523809523,0.05238095238095238,0.04285714285714285,win,210
HumanEval/141,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.1523809523809524,0.3047619047619048,-0.1523809523809524,loss,105
HumanEval/142,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.4666666666666667,0.6444444444444445,-0.1777777777777778,loss,45
HumanEval/144,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.35714285714285715,0.35714285714285715,0.0,tie,28
HumanEval/145,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.17857142857142858,0.14285714285714285,0.035714285714285726,win,28
HumanEval/146,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.3888888888888889,0.5,-0.1111111111111111,loss,36
HumanEval/147,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.3333333333333333,0.3888888888888889,-0.05555555555555558,loss,36
HumanEval/148,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.15555555555555556,0.3111111111111111,-0.15555555555555556,loss,45
HumanEval/15,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/150,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.3055555555555556,0.4444444444444444,-0.13888888888888884,loss,36
HumanEval/151,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/152,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/154,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.35714285714285715,0.2857142857142857,0.07142857142857145,win,28
HumanEval/155,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.19444444444444445,0.19444444444444445,0.0,tie,36
HumanEval/156,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.1619047619047619,0.26666666666666666,-0.10476190476190475,loss,105
HumanEval/157,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/158,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/159,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.6,0.5,0.09999999999999998,win,10
HumanEval/16,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/160,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.2,0.1,0.1,win,10
HumanEval/161,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.17142857142857143,0.10476190476190476,0.06666666666666667,win,105
HumanEval/162,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.3333333333333333,-0.3333333333333333,loss,3
HumanEval/163,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.16666666666666666,0.16666666666666666,0.0,tie,6
HumanEval/17,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,3
HumanEval/18,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.4,0.4666666666666667,-0.06666666666666665,loss,15
HumanEval/19,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.23076923076923078,0.7582417582417582,-0.5274725274725274,loss,91
HumanEval/2,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/20,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.3142857142857143,0.3238095238095238,-0.009523809523809545,loss,105
HumanEval/21,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.5,0.5,0.0,tie,6
HumanEval/22,phase5_prefix_only_deterministic_proxy,fixed64_seed0,1.0,0.0,1.0,win,1
HumanEval/23,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/24,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.5,0.5,0.0,tie,6
HumanEval/25,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.28205128205128205,0.3333333333333333,-0.051282051282051266,loss,78
HumanEval/26,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.3333333333333333,0.3333333333333333,0.0,tie,6
HumanEval/28,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
HumanEval/29,phase5_prefix_only_deterministic_proxy,fixed64_seed0,0.0,0.0,0.0,tie,1
