task_id,pool,action_id,experimental_seeds,oracle_sufficient_length,planned_steps
SingleLineInfilling/HumanEval/152/L0,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/152/L0,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/157/L0,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/157/L0,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/157/L0,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/158/L0,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/158/L0,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/158/L0,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/162/L1,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/162/L1,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/162/L1,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/163/L3,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/163/L3,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/163/L3,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/17/L1,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/17/L1,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/17/L1,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/19/L12,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/19/L12,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/19/L12,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/21/L2,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/21/L2,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/21/L2,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/26/L2,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/26/L2,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/26/L2,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/4/L1,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/4/L1,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/4/L1,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/51/L0,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,34,64
SingleLineInfilling/HumanEval/51/L0,triggered_failed_long,F_oracle_sufficient_trace_remask,0,34,80
SingleLineInfilling/HumanEval/51/L0,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,34,88
SingleLineInfilling/HumanEval/6/L12,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/6/L12,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/6/L12,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/62/L0,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/62/L0,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/62/L0,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/77/L1,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/77/L1,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/77/L1,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/79/L0,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/79/L0,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/79/L0,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/83/L1,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/83/L1,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/83/L1,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/84/L0,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/84/L0,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/84/L0,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/85/L0,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/85/L0,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/85/L0,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/86/L0,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/86/L0,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/86/L0,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/87/L1,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/87/L1,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/87/L1,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/88/L0,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,34,64
SingleLineInfilling/HumanEval/88/L0,triggered_failed_long,F_oracle_sufficient_trace_remask,0,34,80
SingleLineInfilling/HumanEval/88/L0,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,34,88
SingleLineInfilling/HumanEval/91/L2,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/91/L2,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/91/L2,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/97/L0,triggered_failed_long,E_oracle_sufficient_no_early_commit,0,32,64
SingleLineInfilling/HumanEval/97/L0,triggered_failed_long,F_oracle_sufficient_trace_remask,0,32,80
SingleLineInfilling/HumanEval/97/L0,triggered_failed_long,G_oracle_sufficient_trace_span_remask,0,32,88
SingleLineInfilling/HumanEval/10/L5,missed_failed_long,E_oracle_sufficient_no_early_commit,0,17,64
SingleLineInfilling/HumanEval/10/L5,missed_failed_long,F_oracle_sufficient_trace_remask,0,17,80
SingleLineInfilling/HumanEval/10/L5,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,17,88
SingleLineInfilling/HumanEval/104/L2,missed_failed_long,E_oracle_sufficient_no_early_commit,0,20,64
SingleLineInfilling/HumanEval/104/L2,missed_failed_long,F_oracle_sufficient_trace_remask,0,20,80
SingleLineInfilling/HumanEval/104/L2,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,20,88
SingleLineInfilling/HumanEval/107/L7,missed_failed_long,E_oracle_sufficient_no_early_commit,0,17,64
SingleLineInfilling/HumanEval/107/L7,missed_failed_long,F_oracle_sufficient_trace_remask,0,17,80
SingleLineInfilling/HumanEval/107/L7,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,17,88
SingleLineInfilling/HumanEval/107/L9,missed_failed_long,E_oracle_sufficient_no_early_commit,0,17,64
SingleLineInfilling/HumanEval/107/L9,missed_failed_long,F_oracle_sufficient_trace_remask,0,17,80
SingleLineInfilling/HumanEval/107/L9,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,17,88
SingleLineInfilling/HumanEval/108/L2,missed_failed_long,E_oracle_sufficient_no_early_commit,0,20,64
SingleLineInfilling/HumanEval/108/L2,missed_failed_long,F_oracle_sufficient_trace_remask,0,20,80
SingleLineInfilling/HumanEval/108/L2,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,20,88
SingleLineInfilling/HumanEval/109/L7,missed_failed_long,E_oracle_sufficient_no_early_commit,0,18,64
SingleLineInfilling/HumanEval/109/L7,missed_failed_long,F_oracle_sufficient_trace_remask,0,18,80
SingleLineInfilling/HumanEval/109/L7,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,18,88
SingleLineInfilling/HumanEval/112/L0,missed_failed_long,E_oracle_sufficient_no_early_commit,0,19,64
SingleLineInfilling/HumanEval/112/L0,missed_failed_long,F_oracle_sufficient_trace_remask,0,19,80
SingleLineInfilling/HumanEval/112/L0,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,19,88
SingleLineInfilling/HumanEval/113/L3,missed_failed_long,E_oracle_sufficient_no_early_commit,0,44,64
SingleLineInfilling/HumanEval/113/L3,missed_failed_long,F_oracle_sufficient_trace_remask,0,44,80
SingleLineInfilling/HumanEval/113/L3,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,44,88
SingleLineInfilling/HumanEval/117/L4,missed_failed_long,E_oracle_sufficient_no_early_commit,0,21,64
SingleLineInfilling/HumanEval/117/L4,missed_failed_long,F_oracle_sufficient_trace_remask,0,21,80
SingleLineInfilling/HumanEval/117/L4,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,21,88
SingleLineInfilling/HumanEval/118/L4,missed_failed_long,E_oracle_sufficient_no_early_commit,0,17,64
SingleLineInfilling/HumanEval/118/L4,missed_failed_long,F_oracle_sufficient_trace_remask,0,17,80
SingleLineInfilling/HumanEval/118/L4,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,17,88
SingleLineInfilling/HumanEval/118/L6,missed_failed_long,E_oracle_sufficient_no_early_commit,0,24,64
SingleLineInfilling/HumanEval/118/L6,missed_failed_long,F_oracle_sufficient_trace_remask,0,24,80
SingleLineInfilling/HumanEval/118/L6,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,24,88
SingleLineInfilling/HumanEval/119/L13,missed_failed_long,E_oracle_sufficient_no_early_commit,0,21,64
SingleLineInfilling/HumanEval/119/L13,missed_failed_long,F_oracle_sufficient_trace_remask,0,21,80
SingleLineInfilling/HumanEval/119/L13,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,21,88
SingleLineInfilling/HumanEval/124/L3,missed_failed_long,E_oracle_sufficient_no_early_commit,0,19,64
SingleLineInfilling/HumanEval/124/L3,missed_failed_long,F_oracle_sufficient_trace_remask,0,19,80
SingleLineInfilling/HumanEval/124/L3,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,19,88
SingleLineInfilling/HumanEval/126/L0,missed_failed_long,E_oracle_sufficient_no_early_commit,0,19,64
SingleLineInfilling/HumanEval/126/L0,missed_failed_long,F_oracle_sufficient_trace_remask,0,19,80
SingleLineInfilling/HumanEval/126/L0,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,19,88
SingleLineInfilling/HumanEval/126/L3,missed_failed_long,E_oracle_sufficient_no_early_commit,0,17,64
SingleLineInfilling/HumanEval/126/L3,missed_failed_long,F_oracle_sufficient_trace_remask,0,17,80
SingleLineInfilling/HumanEval/126/L3,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,17,88
SingleLineInfilling/HumanEval/126/L5,missed_failed_long,E_oracle_sufficient_no_early_commit,0,26,64
SingleLineInfilling/HumanEval/126/L5,missed_failed_long,F_oracle_sufficient_trace_remask,0,26,80
SingleLineInfilling/HumanEval/126/L5,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,26,88
SingleLineInfilling/HumanEval/128/L1,missed_failed_long,E_oracle_sufficient_no_early_commit,0,29,64
SingleLineInfilling/HumanEval/128/L1,missed_failed_long,F_oracle_sufficient_trace_remask,0,29,80
SingleLineInfilling/HumanEval/128/L1,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,29,88
SingleLineInfilling/HumanEval/130/L7,missed_failed_long,E_oracle_sufficient_no_early_commit,0,31,64
SingleLineInfilling/HumanEval/130/L7,missed_failed_long,F_oracle_sufficient_trace_remask,0,31,80
SingleLineInfilling/HumanEval/130/L7,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,31,88
SingleLineInfilling/HumanEval/137/L4,missed_failed_long,E_oracle_sufficient_no_early_commit,0,17,64
SingleLineInfilling/HumanEval/137/L4,missed_failed_long,F_oracle_sufficient_trace_remask,0,17,80
SingleLineInfilling/HumanEval/137/L4,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,17,88
SingleLineInfilling/HumanEval/141/L10,missed_failed_long,E_oracle_sufficient_no_early_commit,0,20,64
SingleLineInfilling/HumanEval/141/L10,missed_failed_long,F_oracle_sufficient_trace_remask,0,20,80
SingleLineInfilling/HumanEval/141/L10,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,20,88
SingleLineInfilling/HumanEval/145/L2,missed_failed_long,E_oracle_sufficient_no_early_commit,0,20,64
SingleLineInfilling/HumanEval/145/L2,missed_failed_long,F_oracle_sufficient_trace_remask,0,20,80
SingleLineInfilling/HumanEval/145/L2,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,20,88
SingleLineInfilling/HumanEval/146/L6,missed_failed_long,E_oracle_sufficient_no_early_commit,0,27,64
SingleLineInfilling/HumanEval/146/L6,missed_failed_long,F_oracle_sufficient_trace_remask,0,27,80
SingleLineInfilling/HumanEval/146/L6,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,27,88
SingleLineInfilling/HumanEval/147/L0,missed_failed_long,E_oracle_sufficient_no_early_commit,0,22,64
SingleLineInfilling/HumanEval/147/L0,missed_failed_long,F_oracle_sufficient_trace_remask,0,22,80
SingleLineInfilling/HumanEval/147/L0,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,22,88
SingleLineInfilling/HumanEval/148/L0,missed_failed_long,E_oracle_sufficient_no_early_commit,0,36,64
SingleLineInfilling/HumanEval/148/L0,missed_failed_long,F_oracle_sufficient_trace_remask,0,36,80
SingleLineInfilling/HumanEval/148/L0,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,36,88
SingleLineInfilling/HumanEval/148/L6,missed_failed_long,E_oracle_sufficient_no_early_commit,0,18,64
SingleLineInfilling/HumanEval/148/L6,missed_failed_long,F_oracle_sufficient_trace_remask,0,18,80
SingleLineInfilling/HumanEval/148/L6,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,18,88
SingleLineInfilling/HumanEval/148/L8,missed_failed_long,E_oracle_sufficient_no_early_commit,0,18,64
SingleLineInfilling/HumanEval/148/L8,missed_failed_long,F_oracle_sufficient_trace_remask,0,18,80
SingleLineInfilling/HumanEval/148/L8,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,18,88
SingleLineInfilling/HumanEval/153/L1,missed_failed_long,E_oracle_sufficient_no_early_commit,0,48,64
SingleLineInfilling/HumanEval/153/L1,missed_failed_long,F_oracle_sufficient_trace_remask,0,48,80
SingleLineInfilling/HumanEval/153/L1,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,48,88
SingleLineInfilling/HumanEval/153/L3,missed_failed_long,E_oracle_sufficient_no_early_commit,0,41,64
SingleLineInfilling/HumanEval/153/L3,missed_failed_long,F_oracle_sufficient_trace_remask,0,41,80
SingleLineInfilling/HumanEval/153/L3,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,41,88
SingleLineInfilling/HumanEval/156/L2,missed_failed_long,E_oracle_sufficient_no_early_commit,0,23,64
SingleLineInfilling/HumanEval/156/L2,missed_failed_long,F_oracle_sufficient_trace_remask,0,23,80
SingleLineInfilling/HumanEval/156/L2,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,23,88
SingleLineInfilling/HumanEval/160/L1,missed_failed_long,E_oracle_sufficient_no_early_commit,0,20,64
SingleLineInfilling/HumanEval/160/L1,missed_failed_long,F_oracle_sufficient_trace_remask,0,20,80
SingleLineInfilling/HumanEval/160/L1,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,20,88
SingleLineInfilling/HumanEval/32/L1,missed_failed_long,E_oracle_sufficient_no_early_commit,0,20,64
SingleLineInfilling/HumanEval/32/L1,missed_failed_long,F_oracle_sufficient_trace_remask,0,20,80
SingleLineInfilling/HumanEval/32/L1,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,20,88
SingleLineInfilling/HumanEval/32/L6,missed_failed_long,E_oracle_sufficient_no_early_commit,0,20,64
SingleLineInfilling/HumanEval/32/L6,missed_failed_long,F_oracle_sufficient_trace_remask,0,20,80
SingleLineInfilling/HumanEval/32/L6,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,20,88
SingleLineInfilling/HumanEval/39/L5,missed_failed_long,E_oracle_sufficient_no_early_commit,0,24,64
SingleLineInfilling/HumanEval/39/L5,missed_failed_long,F_oracle_sufficient_trace_remask,0,24,80
SingleLineInfilling/HumanEval/39/L5,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,24,88
SingleLineInfilling/HumanEval/40/L3,missed_failed_long,E_oracle_sufficient_no_early_commit,0,18,64
SingleLineInfilling/HumanEval/40/L3,missed_failed_long,F_oracle_sufficient_trace_remask,0,18,80
SingleLineInfilling/HumanEval/40/L3,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,18,88
SingleLineInfilling/HumanEval/47/L4,missed_failed_long,E_oracle_sufficient_no_early_commit,0,29,64
SingleLineInfilling/HumanEval/47/L4,missed_failed_long,F_oracle_sufficient_trace_remask,0,29,80
SingleLineInfilling/HumanEval/47/L4,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,29,88
SingleLineInfilling/HumanEval/48/L1,missed_failed_long,E_oracle_sufficient_no_early_commit,0,17,64
SingleLineInfilling/HumanEval/48/L1,missed_failed_long,F_oracle_sufficient_trace_remask,0,17,80
SingleLineInfilling/HumanEval/48/L1,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,17,88
SingleLineInfilling/HumanEval/50/L0,missed_failed_long,E_oracle_sufficient_no_early_commit,0,35,64
SingleLineInfilling/HumanEval/50/L0,missed_failed_long,F_oracle_sufficient_trace_remask,0,35,80
SingleLineInfilling/HumanEval/50/L0,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,35,88
SingleLineInfilling/HumanEval/57/L0,missed_failed_long,E_oracle_sufficient_no_early_commit,0,17,64
SingleLineInfilling/HumanEval/57/L0,missed_failed_long,F_oracle_sufficient_trace_remask,0,17,80
SingleLineInfilling/HumanEval/57/L0,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,17,88
SingleLineInfilling/HumanEval/63/L6,missed_failed_long,E_oracle_sufficient_no_early_commit,0,26,64
SingleLineInfilling/HumanEval/63/L6,missed_failed_long,F_oracle_sufficient_trace_remask,0,26,80
SingleLineInfilling/HumanEval/63/L6,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,26,88
SingleLineInfilling/HumanEval/64/L2,missed_failed_long,E_oracle_sufficient_no_early_commit,0,20,64
SingleLineInfilling/HumanEval/64/L2,missed_failed_long,F_oracle_sufficient_trace_remask,0,20,80
SingleLineInfilling/HumanEval/64/L2,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,20,88
SingleLineInfilling/HumanEval/65/L4,missed_failed_long,E_oracle_sufficient_no_early_commit,0,19,64
SingleLineInfilling/HumanEval/65/L4,missed_failed_long,F_oracle_sufficient_trace_remask,0,19,80
SingleLineInfilling/HumanEval/65/L4,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,19,88
SingleLineInfilling/HumanEval/69/L0,missed_failed_long,E_oracle_sufficient_no_early_commit,0,18,64
SingleLineInfilling/HumanEval/69/L0,missed_failed_long,F_oracle_sufficient_trace_remask,0,18,80
SingleLineInfilling/HumanEval/69/L0,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,18,88
SingleLineInfilling/HumanEval/71/L0,missed_failed_long,E_oracle_sufficient_no_early_commit,0,21,64
SingleLineInfilling/HumanEval/71/L0,missed_failed_long,F_oracle_sufficient_trace_remask,0,21,80
SingleLineInfilling/HumanEval/71/L0,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,21,88
SingleLineInfilling/HumanEval/71/L3,missed_failed_long,E_oracle_sufficient_no_early_commit,0,29,64
SingleLineInfilling/HumanEval/71/L3,missed_failed_long,F_oracle_sufficient_trace_remask,0,29,80
SingleLineInfilling/HumanEval/71/L3,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,29,88
SingleLineInfilling/HumanEval/78/L0,missed_failed_long,E_oracle_sufficient_no_early_commit,0,22,64
SingleLineInfilling/HumanEval/78/L0,missed_failed_long,F_oracle_sufficient_trace_remask,0,22,80
SingleLineInfilling/HumanEval/78/L0,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,22,88
SingleLineInfilling/HumanEval/80/L5,missed_failed_long,E_oracle_sufficient_no_early_commit,0,34,64
SingleLineInfilling/HumanEval/80/L5,missed_failed_long,F_oracle_sufficient_trace_remask,0,34,80
SingleLineInfilling/HumanEval/80/L5,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,34,88
SingleLineInfilling/HumanEval/87/L0,missed_failed_long,E_oracle_sufficient_no_early_commit,0,35,64
SingleLineInfilling/HumanEval/87/L0,missed_failed_long,F_oracle_sufficient_trace_remask,0,35,80
SingleLineInfilling/HumanEval/87/L0,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,35,88
SingleLineInfilling/HumanEval/89/L4,missed_failed_long,E_oracle_sufficient_no_early_commit,0,19,64
SingleLineInfilling/HumanEval/89/L4,missed_failed_long,F_oracle_sufficient_trace_remask,0,19,80
SingleLineInfilling/HumanEval/89/L4,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,19,88
SingleLineInfilling/HumanEval/90/L1,missed_failed_long,E_oracle_sufficient_no_early_commit,0,17,64
SingleLineInfilling/HumanEval/90/L1,missed_failed_long,F_oracle_sufficient_trace_remask,0,17,80
SingleLineInfilling/HumanEval/90/L1,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,17,88
SingleLineInfilling/HumanEval/91/L1,missed_failed_long,E_oracle_sufficient_no_early_commit,0,17,64
SingleLineInfilling/HumanEval/91/L1,missed_failed_long,F_oracle_sufficient_trace_remask,0,17,80
SingleLineInfilling/HumanEval/91/L1,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,17,88
SingleLineInfilling/HumanEval/92/L1,missed_failed_long,E_oracle_sufficient_no_early_commit,0,17,64
SingleLineInfilling/HumanEval/92/L1,missed_failed_long,F_oracle_sufficient_trace_remask,0,17,80
SingleLineInfilling/HumanEval/92/L1,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,17,88
SingleLineInfilling/HumanEval/92/L2,missed_failed_long,E_oracle_sufficient_no_early_commit,0,23,64
SingleLineInfilling/HumanEval/92/L2,missed_failed_long,F_oracle_sufficient_trace_remask,0,23,80
SingleLineInfilling/HumanEval/92/L2,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,23,88
SingleLineInfilling/HumanEval/93/L1,missed_failed_long,E_oracle_sufficient_no_early_commit,0,24,64
SingleLineInfilling/HumanEval/93/L1,missed_failed_long,F_oracle_sufficient_trace_remask,0,24,80
SingleLineInfilling/HumanEval/93/L1,missed_failed_long,G_oracle_sufficient_trace_span_remask,0,24,88
SingleLineInfilling/HumanEval/93/L3,missed_failed_long,E_oracle_sufficient_no_early_commit,0,24,64
SingleLineInfilling/HumanEval/93/L3,missed_failed_long,F_oracle_sufficient_trace_remask,0,24,80
