task_id,oracle_bucket,baseline_selected_length,route2_primary_selected_length,route2_selected_length,route2_rescue_length,route2_selected_minus_oracle_length,route2_abs_selected_minus_oracle_length,route2_primary_stop_reason,route2_final_source,route2_trace_top1_last,route2_trace_top1_median,route2_trace_confidence_max,route2_trace_max_remaining_plateau_steps,route2_best_len,route2_best_long_len,route2_long_score_max,route2_long_ratio,classes,pairwise,oracle_length,baseline_passed,route2_passed,route2_triggered,rescue_len_ge_oracle
SingleLineInfilling/HumanEval/101/L6,<=8,7,7,7,,0,0,global_gap_early_commit,primary,0.83984375,0.884765625,0.9140625,8.0,5.0,20.0,0.6872886456001829,0.652040917515635,tie_pass,tie_pass,7,True,True,False,
SingleLineInfilling/HumanEval/101/L7,<=8,6,6,6,,-1,1,global_gap_early_commit,primary,0.97265625,0.8984375,0.984375,10.0,6.0,14.0,0.736806744935953,0.7333182667072541,tie_fail;unchanged_fail,tie_fail,7,False,False,False,
SingleLineInfilling/HumanEval/101/L8,<=8,18,18,18,,14,14,global_gap_early_commit,primary,0.90234375,0.9140625,0.9609375,3.0,4.0,14.0,0.796300457259974,0.7327458469575693,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/101/L9,<=8,8,8,8,,0,0,global_gap_early_commit,primary,0.99609375,0.99609375,1.0,8.0,8.0,14.0,0.7322303055264129,0.6488765587204883,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/102/L0,<=8,11,11,11,,4,4,global_gap_early_commit,primary,0.8359375,0.88671875,0.9453125,5.0,11.0,16.0,0.632015603968147,0.6013513412852615,tie_fail;unchanged_fail,tie_fail,7,False,False,False,
SingleLineInfilling/HumanEval/102/L1,<=8,9,9,9,,4,4,global_gap_early_commit,primary,0.98046875,0.98046875,0.99609375,7.0,5.0,24.0,1.0871777239456542,0.9948751739395959,tie_fail;unchanged_fail,tie_fail,5,False,False,False,
SingleLineInfilling/HumanEval/102/L2,9-12,11,11,11,,0,0,global_gap_early_commit,primary,0.97265625,0.9765625,0.9921875,5.0,11.0,20.0,0.9584637574696427,0.8568018959868527,tie_pass,tie_pass,11,True,True,False,
SingleLineInfilling/HumanEval/102/L3,<=8,7,7,7,,3,3,global_gap_early_commit,primary,0.87109375,0.892578125,0.92578125,8.0,4.0,20.0,0.8836568300573779,0.8131301024091232,tie_fail;unchanged_fail,tie_fail,4,False,False,False,
SingleLineInfilling/HumanEval/102/L4,<=8,4,4,4,,-3,3,global_gap_early_commit,primary,1.0,0.99609375,1.0,14.0,4.0,14.0,0.7185009872977927,0.661155735473209,tie_fail;unchanged_fail,tie_fail,7,False,False,False,
SingleLineInfilling/HumanEval/102/L5,<=8,5,5,5,,0,0,global_gap_early_commit,primary,0.91796875,0.94921875,0.9609375,12.0,5.0,20.0,0.6779377796736498,0.6405551018954407,tie_pass,tie_pass,5,True,True,False,
SingleLineInfilling/HumanEval/102/L6,<=8,3,3,32,32,25,25,global_gap_early_commit,rescue,0.296875,0.296875,0.53125,21.0,,,,,tie_fail;unchanged_fail,tie_fail,7,False,False,True,True
SingleLineInfilling/HumanEval/103/L0,<=8,7,7,7,,0,0,global_gap_early_commit,primary,0.9609375,0.97265625,0.98046875,8.0,7.0,15.0,0.8593441340114991,0.7798794526285427,tie_pass,tie_pass,7,True,True,False,
SingleLineInfilling/HumanEval/103/L1,<=8,5,5,5,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,12.0,5.0,13.0,0.46016969001274977,0.417810941875313,tie_pass,tie_pass,5,True,True,False,
SingleLineInfilling/HumanEval/103/L2,<=8,6,6,6,,0,0,global_gap_early_commit,primary,1.0,0.99609375,1.0,10.0,6.0,24.0,0.6712140730447081,0.605162158740001,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/103/L3,9-12,13,13,13,,1,1,global_gap_early_commit,primary,0.98828125,0.984375,0.9921875,4.0,12.0,13.0,1.148146157259534,0.9969021910956746,tie_pass,tie_pass,12,True,True,False,
SingleLineInfilling/HumanEval/103/L4,<=8,5,5,5,,0,0,global_gap_early_commit,primary,0.9921875,0.9921875,0.99609375,12.0,5.0,13.0,0.4875065032808339,0.4461166804337948,tie_pass,tie_pass,5,True,True,False,
SingleLineInfilling/HumanEval/103/L5,13-16,3,3,32,32,16,16,no_remaining_masks,rescue,0.453125,0.453125,0.81640625,21.0,,,,,tie_fail;unchanged_fail,tie_fail,16,False,False,True,True
SingleLineInfilling/HumanEval/104/L0,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,13.0,0.9066709733914574,0.8003211848624041,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/104/L1,<=8,7,7,7,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,7.0,14.0,0.7047716690691724,0.6271083092559873,tie_pass,tie_pass,7,True,True,False,
SingleLineInfilling/HumanEval/104/L2,17-24,6,6,6,,-14,14,global_gap_early_commit,primary,0.7578125,0.828125,0.87890625,10.0,6.0,13.0,0.5262336554106197,0.5449749445838036,tie_fail;missed_failed_long;unchanged_fail,tie_fail,20,False,False,False,
SingleLineInfilling/HumanEval/104/L3,9-12,9,9,9,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,7.0,9.0,13.0,0.7790991781403981,0.6828702547842633,tie_pass,tie_pass,9,True,True,False,
SingleLineInfilling/HumanEval/104/L4,9-12,3,3,3,,-7,7,global_gap_early_commit,primary,0.52734375,0.52734375,0.68359375,21.0,3.0,14.0,0.4439146227253878,0.6448047037360172,tie_fail;unchanged_fail,tie_fail,10,False,False,False,
SingleLineInfilling/HumanEval/105/L0,<=8,5,5,5,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,12.0,5.0,13.0,0.9248955155701801,0.8397586257493913,tie_pass,tie_pass,5,True,True,False,
SingleLineInfilling/HumanEval/105/L1,<=8,16,16,16,,8,8,global_gap_early_commit,primary,0.98046875,0.98828125,0.9921875,4.0,16.0,16.0,1.162539651094694,1.0,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/105/L10,<=8,17,17,17,,14,14,global_gap_early_commit,primary,0.96484375,0.859375,0.984375,3.0,3.0,14.0,0.8649470484030752,0.8161471988800916,tie_pass,tie_pass,3,True,True,False,
SingleLineInfilling/HumanEval/105/L11,9-12,8,8,8,,-3,3,global_gap_early_commit,primary,0.95703125,0.95703125,0.97265625,8.0,8.0,14.0,1.0754632612419188,0.9879046692409872,tie_fail;unchanged_fail,tie_fail,11,False,False,False,
SingleLineInfilling/HumanEval/105/L12,<=8,6,6,6,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,10.0,6.0,20.0,0.7433938411593815,0.6676208382539824,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/105/L13,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,15.0,0.7720310936573896,0.681474159600929,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/105/L14,<=8,4,4,4,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,14.0,4.0,13.0,0.5535704686787039,0.5093887090287675,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/105/L15,9-12,10,10,10,,0,0,global_gap_early_commit,primary,0.94140625,0.96875,0.98828125,6.0,10.0,13.0,0.7289816871489105,0.6424451614876387,tie_pass,tie_pass,10,True,True,False,
SingleLineInfilling/HumanEval/105/L16,<=8,4,4,4,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,14.0,4.0,13.0,0.46016969001274977,0.4234424659416093,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/105/L17,<=8,7,7,7,,4,4,global_gap_early_commit,primary,0.91796875,0.83984375,0.953125,8.0,7.0,13.0,0.4146083345659428,0.4197489253747572,tie_fail;unchanged_fail,tie_fail,3,False,False,False,
SingleLineInfilling/HumanEval/105/L18,<=8,4,4,4,,-1,1,global_gap_early_commit,primary,0.984375,0.890625,0.9921875,14.0,4.0,13.0,0.4191644701106235,0.5037844492754486,tie_pass,tie_pass,5,True,True,False,
SingleLineInfilling/HumanEval/105/L2,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,16.0,1.0056890632485844,0.8877247494662674,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/105/L3,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,16.0,0.9687830425789116,0.8551476944399824,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/105/L4,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,16.0,0.9549432848277842,0.8429312988051255,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/105/L5,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,16.0,0.9041975064069842,0.7981378481439836,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/105/L6,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,16.0,0.9134240115744023,0.8062821119005548,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/105/L7,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,16.0,0.9918493054974571,0.8755083538314106,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/105/L8,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,16.0,0.9826228003300389,0.8673640900748393,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/105/L9,<=8,8,8,8,,0,0,global_gap_early_commit,primary,0.94140625,0.9453125,0.96484375,8.0,8.0,16.0,1.0702745994205118,0.9831384411184559,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/106/L0,<=8,7,7,7,,2,2,global_gap_early_commit,primary,0.94921875,0.94140625,0.97265625,8.0,5.0,13.0,0.6515273828893388,0.5915541058234629,tie_fail;unchanged_fail,tie_fail,5,False,False,False,
SingleLineInfilling/HumanEval/106/L1,9-12,12,12,12,,0,0,global_gap_early_commit,primary,0.9921875,0.9921875,0.99609375,5.0,12.0,13.0,1.0752479885446429,0.9336068138832507,tie_pass,tie_pass,12,True,True,False,
SingleLineInfilling/HumanEval/106/L10,<=8,3,3,3,,-1,1,global_gap_early_commit,primary,0.96875,0.96875,0.98046875,21.0,3.0,13.0,0.3804373179808377,0.40705002242500626,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/106/L2,9-12,11,11,11,,1,1,global_gap_early_commit,primary,0.9609375,0.97265625,0.98828125,5.0,11.0,13.0,0.9886814131957098,0.8767439247746792,tie_pass,tie_pass,10,True,True,False,
SingleLineInfilling/HumanEval/106/L3,<=8,6,6,6,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,10.0,6.0,13.0,0.6606396539787002,0.5933016594342748,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/106/L4,13-16,15,15,15,,0,0,global_gap_early_commit,primary,0.96484375,0.9765625,0.98828125,4.0,15.0,15.0,1.1580466404860845,1.0,tie_pass,tie_pass,15,True,True,False,
SingleLineInfilling/HumanEval/106/L5,<=8,7,7,7,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,7.0,14.0,0.7459596237550331,0.6637574961605578,tie_pass,tie_pass,7,True,True,False,
SingleLineInfilling/HumanEval/106/L6,<=8,4,4,4,,0,0,global_gap_early_commit,primary,0.99609375,1.0,1.0,14.0,4.0,14.0,0.4942554562303287,0.45480776707711196,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/106/L7,<=8,6,6,6,,0,0,global_gap_early_commit,primary,0.98828125,0.9921875,0.99609375,10.0,6.0,13.0,0.514843316548918,0.4660067989170432,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/106/L8,13-16,15,15,15,,0,0,global_gap_early_commit,primary,0.984375,0.9921875,0.99609375,4.0,15.0,15.0,1.1672374868391486,1.0,tie_pass,tie_pass,15,True,True,False,
SingleLineInfilling/HumanEval/106/L9,<=8,7,7,7,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,7.0,13.0,0.8428850757659277,0.7500021041691393,tie_pass,tie_pass,7,True,True,False,
SingleLineInfilling/HumanEval/107/L0,9-12,10,10,10,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,6.0,10.0,15.0,0.7582448241277934,0.6604036340879599,tie_pass,tie_pass,10,True,True,False,
SingleLineInfilling/HumanEval/107/L1,13-16,13,13,13,,0,0,global_gap_early_commit,primary,0.99609375,0.99609375,1.0,4.0,13.0,13.0,1.0843602596340043,1.0,tie_pass,tie_pass,13,True,True,False,
SingleLineInfilling/HumanEval/107/L10,9-12,12,12,12,,1,1,global_gap_early_commit,primary,0.96875,0.98046875,0.9921875,5.0,12.0,13.0,1.1162532084467691,0.9692104635652392,tie_pass,tie_pass,11,True,True,False,
SingleLineInfilling/HumanEval/107/L11,17-24,19,19,19,,1,1,global_gap_early_commit,primary,0.92578125,0.9609375,0.984375,3.0,3.0,16.0,0.6412421091355652,0.776192663778652,tie_pass,tie_pass,18,True,True,False,
SingleLineInfilling/HumanEval/107/L3,9-12,11,11,11,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,5.0,11.0,15.0,1.0293747915431861,0.8914355867741118,tie_pass,tie_pass,11,True,True,False,
SingleLineInfilling/HumanEval/107/L4,9-12,10,10,10,,-1,1,global_gap_early_commit,primary,1.0,1.0,1.0,6.0,10.0,16.0,0.9272637693255297,0.8076129813679703,tie_pass,tie_pass,11,True,True,False,
SingleLineInfilling/HumanEval/107/L6,13-16,13,13,13,,0,0,global_gap_early_commit,primary,1.0,0.99609375,1.0,4.0,13.0,13.0,1.1618145638935762,1.0,tie_pass,tie_pass,13,True,True,False,
SingleLineInfilling/HumanEval/107/L7,17-24,10,10,10,,-7,7,global_gap_early_commit,primary,0.9921875,0.984375,0.99609375,6.0,10.0,20.0,0.9865163552492421,0.9819655157923063,tie_fail;missed_failed_long;unchanged_fail,tie_fail,17,False,False,False,
SingleLineInfilling/HumanEval/107/L8,9-12,11,11,11,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,5.0,11.0,14.0,1.0617339430132986,0.9194585181837954,tie_pass,tie_pass,11,True,True,False,
SingleLineInfilling/HumanEval/107/L9,17-24,4,4,4,,-13,13,global_gap_early_commit,primary,1.0,1.0,1.0,14.0,4.0,16.0,1.0702745994205118,0.9848534691642402,tie_fail;missed_failed_long;unchanged_fail,tie_fail,17,False,False,False,
SingleLineInfilling/HumanEval/108/L0,<=8,7,7,7,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,7.0,14.0,0.9976637912797376,0.8877247494662676,tie_pass,tie_pass,7,True,True,False,
SingleLineInfilling/HumanEval/108/L1,<=8,6,6,6,,0,0,global_gap_early_commit,primary,0.99609375,0.99609375,1.0,10.0,6.0,13.0,0.5285117231829601,0.47650266608682146,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/108/L2,17-24,14,14,14,,-6,6,global_gap_early_commit,primary,0.9921875,0.98828125,0.99609375,4.0,14.0,14.0,1.1441098523850202,1.0,tie_fail;missed_failed_long;unchanged_fail,tie_fail,20,False,False,False,
SingleLineInfilling/HumanEval/108/L3,13-16,7,7,7,,-7,7,global_gap_early_commit,primary,0.90625,0.9375,0.96875,8.0,7.0,14.0,1.0296988671465181,0.9496145594706574,tie_fail;unchanged_fail,tie_fail,14,False,False,False,
SingleLineInfilling/HumanEval/108/L4,13-16,7,7,7,,-6,6,global_gap_early_commit,primary,0.77734375,0.849609375,0.91015625,8.0,7.0,13.0,0.4920626388255146,0.5118118764918762,tie_fail;unchanged_fail,tie_fail,13,False,False,False,
SingleLineInfilling/HumanEval/108/L5,<=8,6,6,6,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,10.0,6.0,13.0,0.5239555876382794,0.47054959196511453,tie_pass,tie_pass,6,True,True,False,
SingleLineInfilling/HumanEval/108/L6,25+,3,3,32,32,6,6,no_remaining_masks,rescue,0.267578125,0.330078125,0.75390625,21.0,,,,,tie_fail;triggered_failed_long;unchanged_fail,tie_fail,26,False,False,True,True
SingleLineInfilling/HumanEval/109/L0,<=8,8,8,8,,0,0,global_gap_early_commit,primary,0.97265625,0.97265625,0.984375,8.0,8.0,13.0,0.6606396539787002,0.5995423378356127,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/109/L1,<=8,16,16,16,,12,12,global_gap_early_commit,primary,0.78125,0.83984375,0.921875,4.0,16.0,16.0,1.0518215890856755,1.0,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/109/L10,<=8,4,4,4,,0,0,global_gap_early_commit,primary,0.9609375,0.97265625,0.98046875,14.0,4.0,13.0,0.46016969001274977,0.43187757482490824,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/109/L11,<=8,3,3,3,,-1,1,global_gap_early_commit,primary,0.9296875,0.9296875,0.953125,21.0,3.0,13.0,0.34398823362339215,0.42496635466706,tie_pass,tie_pass,4,True,True,False,
SingleLineInfilling/HumanEval/109/L2,<=8,8,8,8,,0,0,global_gap_early_commit,primary,0.98828125,0.984375,0.9921875,8.0,8.0,20.0,0.7667710059757142,0.6930750099902081,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/109/L3,<=8,12,12,12,,7,7,global_gap_early_commit,primary,0.6015625,0.77734375,0.8671875,5.0,12.0,24.0,0.9264644951884704,0.9372627941507329,tie_pass,tie_pass,5,True,True,False,
SingleLineInfilling/HumanEval/109/L5,<=8,8,8,8,,0,0,global_gap_early_commit,primary,0.9921875,0.9921875,0.99609375,8.0,8.0,14.0,0.6544308355642315,0.5822166268145326,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/109/L6,9-12,10,10,10,,0,0,global_gap_early_commit,primary,0.9921875,0.99609375,0.99609375,6.0,10.0,20.0,0.603130852261385,0.5273650319549202,tie_pass,tie_pass,10,True,True,False,
SingleLineInfilling/HumanEval/109/L7,17-24,4,4,4,,-14,14,global_gap_early_commit,primary,0.859375,0.83984375,0.9296875,14.0,4.0,16.0,0.4036596010745465,0.4226191132045782,tie_fail;missed_failed_long;unchanged_fail,tie_fail,18,False,False,False,
SingleLineInfilling/HumanEval/109/L8,9-12,9,9,9,,0,0,global_gap_early_commit,primary,0.97265625,0.9765625,0.98828125,7.0,9.0,14.0,0.622395759697451,0.5631192309982631,tie_pass,tie_pass,9,True,True,False,
SingleLineInfilling/HumanEval/109/L9,9-12,12,12,12,,0,0,global_gap_early_commit,primary,0.703125,0.75,0.89453125,5.0,12.0,13.0,0.5809072819467881,0.6470393911061694,tie_pass,tie_pass,12,True,True,False,
SingleLineInfilling/HumanEval/11/L0,<=8,8,8,8,,0,0,global_gap_early_commit,primary,1.0,1.0,1.0,8.0,8.0,15.0,1.130474101426892,0.9978728765585033,tie_pass,tie_pass,8,True,True,False,
SingleLineInfilling/HumanEval/11/L1,<=8,7,7,7,,0,0,global_gap_early_commit,primary,0.9921875,0.99609375,0.99609375,8.0,7.0,14.0,1.0434281853751384,0.9320870332226499,tie_pass,tie_pass,7,True,True,False,
